零部件名称,生产企业,生产所属地,供给情况,采集来源,来源链接,采集时间,备注
涡流变吸振器,大江科技制造有限公司,苏州,供给稳定,中国汽车零部件观点,http://www.carpartsnews.cn,,
空气压缩机,三菱电机公司,东京,供给良好,日本汽车研究中心,https://www.mitsubishielectric.com,,
车载导航系统,英特尔公司,加利福尼亚,供给稳定,汽车信息技术研究所,https://www.intel.com,,
起动电机,博世集团,德国斯图加特,供给紧张,汽车部件工程师联盟,https://www.bosch.com,,
车轮毂,亚太铝业有限公司,台北,供给稳定,台湾铝业工会,http://www.apaluminum.com,,
空调压缩机,德尔福汽车系统公司,墨尔本,供给缓解,汽车空调技术研究,https://www.delphi.com,,
刹车片,福特汽车公司,底特律,稳定供给,美国汽车商会,https://www.ford.com,,
排放控制系统,环能科技有限公司,上海,供给稳定,中国环保产业协会,http://www.epa.org.cn,,
发动机制动器,宾利汽车公司,英国克鲁,供给紧张,国际汽车高级工程师协会,https://www.bentleymotors.com,,
悬挂系统,丰田汽车公司,大阪,供给良好,汽车工程晶报,https://www.toyota-global.com,,
冷却系统,特斯拉汽车公司,加州,供给稳定,特斯拉技术新闻,https://www.tesla.com,,
动力系统控制器,东风汽车公司,武汉,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
电动机,浙江正泰电器股份有限公司,浙江省温州,供给充足,中国电机工程学会,http://www.csee.org.cn,,
电子稳定程序(ESP),博世集团,广东省东莞,供给良好,国际汽车工程师协会,https://www.sae.org,,
电池管理系统,比亚迪股份有限公司,深圳,供给紧张,中国新能源网,https://www.cea.org.cn,,
曲轴,上汽集团,上海,供给稳定,中国汽车技术研究中心,https://www.catrc.ac.cn,,
涡轮增压系统,汉高股份公司,德国,供给良好,国际汽车工业协会,https://www.sae.org,,
冷却系统组件,德尔福科技集团,北京,供给充足,中国汽车零部件产业发展报告,http://www.chinaautoparts.com,,
智能驾驶传感器,深兰科技,上海,供给稳定,中国智能汽车产业技术创新战略联盟,http://www.ciita.org.cn,,
电动助力转向系统,马自达汽车公司,日本,供给紧张,日经汽车新闻,https://www.nikkei.com,,
动力分配模块,长安汽车股份有限公司,重庆,供给良好,长安汽车官网,https://www.changan.com.cn,,
安全气囊控制模块,日本电装株式会社,大阪,供给稳定,汽车电子前沿技术论坛,http://www.denso.com,,
车身控制模块,华为技术有限公司,深圳,供给稳定,中国智能网联汽车产业发展报告,https://www.huawei.com,,
液压制动系统,海拉集团,德国,供给缓解,国际汽车零部件展协会,http://www.helaparts.com,,
车载无线通讯模块,高通公司,美国,供给良好,汽车电子产业报告,https://www.qualcomm.com,,
变速器控制器,福特汽车公司,密歇根州,供给稳定,美国汽车协会,https://www.aaa.com,,
车载信息娱乐系统,索尼公司,东京,供给充足,信息技术产业发展报告,https://www.sony.com,,
多用途刹车系统,制动科技公司,法国,供给紧张,欧洲汽车行业观察,https://www.brake.com,,
驱动电机,宁德时代新能源科技股份有限公司,宁德,供给良好,新能源汽车行业数据显示中心,https://www.catl.com,,
车轮传感器,天津方正科技有限公司,天津,供给稳定,中国汽车安全研究中心,http://www.carSafety.org.cn,,
电动助力转向系统,德尔福汽车系统有限公司,江苏省南京,供给充足,中国汽车电子行业协会,http://www.caea.org.cn,,
车载无线充电模块,华为技术有限公司,深圳,供给稳定,中国移动通信联合会,https://www.cmtc.org.cn,,
车载显示屏,三星电子 (中国) 有限公司,苏州市,供给良好,中国消费电子协会,http://www.cecc.org.cn,,
工业机器人关节,ABB电气有限公司,广东省佛山,供给紧张,中国机器人产业联盟,http://www.cria.org.cn,,
混合动力汽车动力系统,比亚迪汽车股份有限公司,广东省深圳,供给充足,中国电动车及相关技术协会,https://www.byd.com,,
刹车片,福特汽车公司,美国密歇根州,稳定供给,美国汽车工程师协会,https://www.sae.org,,
电控悬挂系统,丰田汽车公司,日本东京,供给良好,丰田汽车官网,https://www.toyota-global.com,,
锂电池管理系统,宁德时代新能源科技股份有限公司,宁德,供给稳定, batteriesinternational.com,https://www.batteriesinternational.com,,
车身稳定控制系统,博世集团,德国斯图加特,供给紧张,国际汽车工程师协会,https://www.sae.org,,
涡轮增压发动机,大众汽车股份公司,德国沃尔夫斯堡,供给充足,德国汽车工业协会,https://www.vda.de,,
电动汽车充电桩,特斯拉汽车公司,美国加州,供给稳定,国际电动车协会,https://www.pluginamerica.org,,
前灯光系统,海拉汽车照明有限公司,德国,供给良好,欧洲汽车灯具协会,https://www.hella.com,,
车载语音识别系统,阿里巴巴集团,杭州,供给稳定,中国人工智能产业发展联盟,http://www.aiia.org.cn,,
风扇涡轮叶片,GE通用电气公司,美国纽约州,供给良好,美国航天与国防工业协会,https://www.aia-aerospace.org,,
动力总成控制模块,瑞萨电子株式会社,日本东京,供给稳定,日本半导体产业协会,https://www.jedec.org,,
GPS导航系统,高德地图科技有限公司,北京,供给良好,中国导航定位协会,http://www.cnps.org.cn,,
后视镜,麦格纳国际公司,加拿大安大略省,供给充足,北美汽车零部件供应商协会,https://www.automotive-suppliers.org,,
空气悬架系统,伟巴斯特汽车系统有限公司,德国,供给良好,德国汽车工业协会,https://www.vda.de,,
电池冷却系统,松下电器产业公司,日本大阪,供给稳定,国际电池产业协会,http://www.ibia.org,,
电动转向系统,宇通集团有限公司,郑州,供给稳定,中国汽车产业报告,https://www.autoinfo.cn,,
锂电池管理系统,比亚迪股份有限公司,深圳,供给紧张,电动车技术杂志,https://www.byd.com,,
空气悬挂系统,科尔摩根汽配,广州,供给良好,汽车配件在线,https://www.carsupplies.com,,
燃油喷射系统,丰田汽车公司,日本东京,供给缓解,丰田集团官网,https://www.toyota-global.com,,
车载导航系统,华为技术有限公司,深圳,供给稳定,电子产品开发杂志,https://www.huawei.com,,
车身控制单元,利星行集团,上海,供给紧张,汽车电子技术协会,https://www.lixinghang.com,,
燃料电池,艾默生电气公司,美国德州,稳定供给,氢能技术发展中心,https://www.emerson.com,,
座椅安全气囊,梅卡曼迪公司,德国,供给稳定,国际安全设备标准委员会,https://www.mercedes-benz.com,,
变频器,西门子股份公司,德国,供给缓解,电气工程师学会,https://www.siemens.com,,
机油滤清器,博世汽车部件,中国,供给良好,汽车制造研究中心,https://www.bosch.com,,
行车记录仪,小米科技,北京,供给稳定,消费电子市场调查,https://www.mi.com,,
LED车灯,松下电器公司,日本,供给紧张,电子行业发展报告,https://www.panasonic.com,,
无线充电模块,阿里巴巴集团,杭州,供给稳定,智能汽车未来展,https://www.alibaba.com,,
车轮胎,米其林,法国,供给良好,国际轮胎标准组织,https://www.michelin.com,,
电动车充电桩,特锐节能科技,北京,供给稳定,新能源行业发展报告,https://www.tricityelectric.com,,
动力方向机,霍尼韦尔国际公司,美国新泽西,供给良好,汽车工程师协会,https://www.honeywell.com,,
防盗系统,亿维科技,上海,供给稳定,汽车安全研究中心,https://www.eve-tech.com,,
智能后视镜,比亚迪电子,深圳,供给缓解,数字化汽车论坛,https://www.byd.com,,
电动马达,华北电动科技有限公司,河北省唐山,供给良好,中国电动汽车联合会,https://www.chinaev.org,,
制动器,博世汽车部件（上海）有限公司,上海,供给稳定,汽车零部件供应链分析报告,https://www.bosch.com.cn,,
电池管理系统,宁德时代新能源科技股份有限公司,浙江省宁波,供给紧张,新能源车产业发展白皮书,https://www.catl.com,,
刹车片,威尔巴特汽车科技（北京）有限公司,北京,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
车身结构件,天合汽车零部件（南昌）有限公司,江西省南昌,供给稳定,汽车科技进步报告,http://www.trw.com,,
涡轮增压器,瑞士博世动力系统,瑞士,供应紧张,国际汽车工程师协会,https://www.sae.org,,
发动机控制单元,英特尔汽车技术中心,加利福尼亚州,供给良好,汽车技术创新大会,https://www.intel.com,,
横向稳定杆,福特汽车公司,美国密歇根州,供给稳定,全球汽车制造商报告,https://www.ford.com,,
车载导航系统,深圳市车联科技有限公司,广东省深圳,供给稳定,智能交通发展论坛,http://www.carnetwork.com,,
空气压缩机,日立汽车系统有限公司,日本东京,供给良好,亚洲汽车零部件展传真,https://www.hitachi.com,,
前后灯组,迈克尔汽车灯饰有限公司,德国柏林,供给稳定,欧洲汽车照明技术会议,https://www.michelin.com,,
冷却系统,长丰汽车研究院,安徽省合肥,供给缓解,中国汽车科技期刊,http://www.chinaauto.com,,
锅炉,中航工业股份有限公司,湖南省长沙,供给稳定,航空动力系统大会,http://www.avic.com,,
后视镜,意法半导体,法国巴黎,供给良好,国际电子和汽车大会,https://www.st.com,,
传感器,佳能电机株式会社,日本东京,供给紧张,全球传感器技术会议,https://www.canon.com,,
车门锁,力帆汽车实业有限公司,重庆,供给稳定,中国智能锁协会,http://www.lifan.com,,
轮胎,米其林轮胎公司,法国克莱蒙费朗,供给良好,国际轮胎行业论坛,https://www.michelin.com,,
车载音响系统,索尼电子（中国）有限公司,广东省东莞,供给缓解,国际电子展,https://www.sony.com,,
电动机,浙江正泰电器股份有限公司,浙江省温州,供给稳定,电气装备网,http://www.electric-equipment.com,,
液压泵,凯士比（中国）有限公司,上海,供给良好,工程机械学会,https://www.cmech.org,,
机床刀具,山特维克工具公司,瑞典,供给稳定,全球工具市场分析,https://www.sandvik.com,,
散热器,福建长荣集团,福建省福州,供给紧张,汽车散热技术论坛,http://www.radiatorforum.cn,,
导轨,山东亚美机械股份有限公司,山东省临沂,供给缓解,机械行业协会,http://www.machinery-association.org,,
控制器,英飞凌科技股份公司,德国,供给稳定,半导体行业动态,https://www.infineon.com,,
齿轮箱,安徽江淮汽车股份有限公司,安徽省合肥,供给良好,中国汽车配件供应链报告,https://www.jac.com.cn,,
电子故障诊断器,博世汽车技术有限公司,德国,供给稳定,汽车电子技术杂志,https://www.bosch.com,,
内燃机,一汽大众汽车有限公司,吉林省长春,供给稳定,汽车产业年度报告,https://www.faw-volkswagen.com,,
真空泵,阿尔法拉瓦（中国）有限公司,北京,供给紧张,化工设备网,http://www.chemical-equipment.com,,
电瓶充电器,施耐德电气,法国,供给良好,电气新闻周刊,https://www.se.com,,
整车控制单元,英特尔（中国）有限公司,上海,供给稳定,汽车未来技术研讨会,https://www.intel.cn,,
变频器,华为技术有限公司,广东省深圳,供给良好,智能电网技术论坛,https://www.huawei.com,,
电流传感器,环宇电子有限公司,江苏省苏州,供给稳定,电子元器件行业协会,http://www.electronics.org.cn,,
激光焊接机,海德汉集团,德国,供给稳定,焊接技术杂志,http://www.heidenhain.com,,
车载导航系统,高德软件有限公司,北京市海淀区,供给良好,智能汽车开发论坛,https://www.autonavi.com,,
电池管理系统,宁德时代新能源科技股份有限公司,福建宁德,供给稳定,能源科技前沿,https://www.catl.com,,
转向系统,利勃海尔股份公司,德国,供给良好,全球机械工程协会,http://www.liebherr.com,,
车载音响系统,索尼（中国）有限公司,广东省深圳,供给稳定,消费电子行业报告,http://www.sony.com.cn,,
车载导航系统,华为技术有限公司,深圳,供给稳定,中国智能硬件产业报告,https://www.huawei.com,,
电动助力转向系统,上海汽车集团股份有限公司,上海,供给良好,中国汽车市场研究中心,https://www.sgm.com.cn,,
电池管理系统,比亚迪电子有限公司,深圳,供给缓解,新能源电池行业分析报告,https://www.byd.com,,
车载音响系统,索尼公司,东京,供给稳定,国际音响行业协会,https://www.sony.com,,
自动变速器,爱信精机株式会社,日本,供给紧张,汽车技术及市场动态,https://www.aisin.com,,
车身控制模块,麦格纳国际公司,加拿大,稳定供给,全球汽车制造业报告,https://www.magna.com,,
防撞梁,恒大汽车科技有限公司,广州,供给良好,中国汽车行业数据库,https://www.evergrande.com,,
车载显示器,京东方科技集团,北京,供给积极,显示技术行业报告,https://www.boe.com,,
涡轮增压发动机,大众汽车集团,德国,供给稳定,欧洲汽车市场分析,https://www.volkswagen.com,,
