网络与通信系统名称（字符型）,网络与通信系统类型（字符型）,规格（字符型）,企业名称（字符型）,批准日期（日期型）,上市许可持有人（字符型）,规范企业名称，用于企业关联（字符型）,面向群体（字符型）,采集来源,来源链接,采集时间,备注
移动边缘计算系统,云计算系统,边缘部署,VMware,2023-01-29,VMware,VMware Inc.,云服务提供商,云计算科技日报,https://www.vmware.com,,
城市公共Wi-Fi网络,无线通信,城市Wi-Fi,无锡市网络信息中心,2022-09-17,无锡网络,无锡市信息产业局,城市居民,地方政府报告,http://www.wuxi.gov.cn,,
智能家居网络,物联网通信,Zigbee,小米科技,2023-08-20,小米公司,小米集团,家庭用户,智能家居行业报告,https://www.mi.com,,
欧洲光纤宽带网络,固定通信系统,光纤到户,欧洲电信公司,2023-06-15,欧洲电信,欧洲电信集团,普通用户,欧洲通信协会,https://www.etsi.org,,
新加坡5G网络,移动通信系统,5G NR,新加坡电信,2022-11-01,新电信,新电信有限公司,普通用户,新加坡信息通信媒体发展局,https://www.imda.gov.sg,,
智能农业通信网络,物联网系统,LoRaWAN,阿里巴巴,2023-05-12,阿里云,阿里巴巴集团,农业用户,农业科技新闻,https://www.alibaba.com,,
韩国国防通信网络,安全通信系统,加密通信协议,LG电子,2022-10-10,LG集团,LG电子股份有限公司,政府机构,韩国国防部,https://www.lg.com,,
南美远程教育网络,远程教育系统,视频直播与互动模块,Telefónica,2023-08-25,Telefónica S.A.,Telefónica集团,教育机构,教育科技协会,https://www.telefonica.com,,
移动待续通信系统,移动通信系统,4G LTE,Verizon,2022-12-15,Verizon Communications,Verizon公司,普通用户,美国通信委员会,https://www.verizon.com,,
智能照明网络,智能城市应用,光控与感应系统,飞利浦,2023-01-14,飞利浦照明,飞利浦公司,城市管理者,环境科技报告,https://www.philips.com,,
非洲城市Wi-Fi网络,公共Wi-Fi系统,公共接入,MTN Group,2022-09-05,MTN,MTN集团,普通用户,非洲通信协会,https://www.mtn.com,,
智能电网通信系统,能源管理系统,智能测量,国家电网公司,2023-04-21,国家电网,国家电网公司,企业与家庭用户,能源研究中心,https://www.sgcc.com.cn,,
创新乐器网络,娱乐通信系统,MIDI无线,Roland,2022-03-14,Roland公司,Roland Corporation,音乐创作者,音乐科技报告,https://www.roland.com,,
巴基斯坦农村移动网络,移动通信系统,GSM,Mobilink,2023-03-18,Mobilink,Mobilink公司,农村用户,巴基斯坦通信局,https://www.mobilink.com.pk,,
AR云平台通信系统,云计算系统,增强现实,Microsoft,2023-09-09,Azure,微软公司,开发者和企业,云计算市场洞察,https://www.microsoft.com,,
全球卫生网络,健康通信系统,医疗数据共享,IBM,2022-07-28,IBM健康,IBM公司,医疗机构,全球公共卫生部,https://www.ibm.com,,
智能城市传感网络,城市基础设施通信,传感器监测,思科系统,2023-10-05,思科,思科系统公司,政府与企业,城市发展报告,https://www.cisco.com,,
高效能工业通信网络,工业自动化,以太网,西门子,2022-12-30,西门子工业,西门子股份公司,工业用户,自动化技术杂志,https://www.siemens.com,,
可穿戴设备通信系统,物联网通信,蓝牙5.0,Fitbit,2023-02-14,Fitbit Inc.,Fitbit公司,个人用户,健康科技期刊,https://www.fitbit.com,,
智能监控系统,安全通信系统,视频监控与分析,海康威视,2023-06-12,海康威视公司,海康威视数字技术股份有限公司,商业及防盗安全,安防科技报告,https://www.hikvision.com,,
智能家庭网络,家庭自动化系统,物联网集成,小米科技,2023-06-15,小米公司,小米集团,家庭用户,家居科技报告,https://www.mi.com,,
智能农业物联网系统,农业通信系统,传感器网络,阿里巴巴集团,2023-08-22,阿里云,阿里巴巴技术有限公司,农场用户,农业科技期刊,https://www.alibaba.com,,
欧洲超级宽带网络,固定宽带系统,光纤到户,德国电信,2022-04-11,Deutsche Telekom,德国电信股份公司,居民和企业,欧洲通讯监管局,https://www.telekom.com,,
5G城市基础设施网络,移动通信系统,5G NR,美国AT&T,2023-07-18,AT&T,AT&T Inc.,城市用户,美国联邦通信委员会,https://www.att.com,,
卫星互联网全球网络,卫星通信,低轨道卫星群,SpaceX,2023-09-01,Starlink,Space Exploration Technologies Corp.,偏远地区用户,国际卫星通信协会,https://www.spacex.com,,
智能医疗远程监控系统,医疗通信系统,云平台,腾讯医疗,2023-10-10,腾讯,腾讯控股有限公司,医疗机构,中国医疗科技发展报告,https://www.tencent.com,,
新一代移动边缘计算,边缘计算系统,即服务边缘,思科系统,2023-08-30,Cisco,"Cisco Systems, Inc.",开发者与企业,网络技术周刊,https://www.cisco.com,,
工业物联网系统,工业自动化系统,开放平台,西门子,2023-05-05,Siemens AG,西门子股份公司,制造业用户,全球工业自动化报告,https://www.siemens.com,,
大数据分析平台,数据通信系统,实时数据处理,IBM,2023-03-25,IBM,国际商业机器公司,企业用户,IT行业分析报告,https://www.ibm.com,,
车联网通信网络,汽车通信系统,V2X通信,丰田汽车公司,2023-09-05,Toyota,丰田汽车制造有限公司,汽车行业,汽车技术协会,https://www.toyota-global.com,,
全球卫星导航系统,导航通信系统,GNSS,洛克希德·马丁,2023-07-14,Lockheed Martin,洛克希德·马丁公司,航天和防务,国际航天局,https://www.lockheedmartin.com,,
光纤传输系统,固定通信系统,光纤布设,中国联通,2023-06-30,中国联通,中国联合网络通信有限公司,普通用户,全国信息通信局,https://www.chinaunicom.com,,
无人机远程控制通信系统,无人机通信系统,IoT通信,沃尔玛,2023-02-10,Walmart,沃尔玛公司,物流和供应链,无人机行业报告,https://www.walmart.com,,
智能灾害应急响应系统,紧急通信系统,快速响应网络,华为技术有限公司,2023-01-15,华为,华为技术有限公司,公共安全,危机管理研究机构,https://www.huawei.com,,
个人宽带接入网络,家庭宽带网络,DSL/Fiber,澳大利亚通讯公司,2022-12-01,Telstra,Telstra Corporation Ltd.,普通家庭,澳大利亚电信管理局,https://www.telstra.com.au,,
新一代光纤网络,高性能计算,多模光纤,英特尔,2023-03-15,Intel,英特尔公司,科研和企业,高性能计算杂志,https://www.intel.com,,
国家互联网安全中心系统,安全通信系统,实时监控,中国信息安全技术中心,2023-10-10,CIST,中国信息安全技术中心,政府与企事业单位,行业安全报告,https://www.cist.com.cn,,
智能家居控制网络,物联网系统,Zigbee与Wi-Fi集成,小米科技,2023-05-15,小米,小米集团,家庭用户,智能家居行业报告,https://www.mi.com,,
超宽带卫星通信系统,卫星通信,Ku-band,NetBox,2022-11-20,NetBox,NetBox Technologies,偏远地区用户,国际通信研究所,https://www.netbox.com,,
新型量子通信网络,量子通信,量子卫星通信,日本量子通信研究所,2023-09-01,日本量子通信,日本量子技术有限公司,科研机构,日本科技部,https://www.japanquantum.jp,,
下一代移动通信系统,移动通信,6G NR,华为技术有限公司,2023-08-05,华为,华为技术有限公司,运营商与开发者,移动通信协会,https://www.huawei.com,,
区块链通信网络,分布式通信,基于IPFS的安全传输,Chainlink Labs,2023-03-10,Chainlink,Chainlink Technologies,企业及金融机构,区块链技术动态,https://www.chain.link,,
无线路由wifi 6E,无线通信系统,802.11ax,思科系统,2023-06-25,思科,思科系统公司,普通用户,网络设备报告,https://www.cisco.com,,
车联网传输网络,智慧交通系统,DSRC与C-V2X结合,丰田汽车,2022-12-15,丰田,丰田汽车公司,汽车制造商与科研机构,汽车工业协会,https://www.toyota-global.com,,
全息通信系统,新型通信技术,3D全息传输,Magic Leap,2023-10-01,Magic Leap,Magic Leap Inc.,娱乐与教育领域,科技创新研究院,https://www.magicleap.com,,
全球低轨卫星网络,卫星通信,低轨道卫星覆盖,SpaceX,2023-07-20,Starlink,SpaceX公司,全球用户,航天航空局,https://www.spacex.com,,
智能环境监控网络,物联网系统,IoT传感器集成,IBM,2023-02-14,IBM,国际商业机器公司,环境监测机构,智能环境研究,https://www.ibm.com,,
多模态通信网络,网络通信,融合语音与视频,Zoom Video Communications,2023-04-10,Zoom,Zoom公司,企业与个人,视频会议行业报告,https://zoom.us,,
纳米通信技术,新兴通信技术,纳米级数据传输,MIT Media Lab,2023-01-25,MIT,麻省理工学院,研究与开发,科学前沿研究,https://www.media.mit.edu,,
老龄化社会通信网络,辅助通信系统,智能健康监测,Philips,2023-03-18,Philips,飞利浦公司,老年人及护理机构,健康科技框架,https://www.philips.com,,
智能农田管理网,农业物联网,远程监控与自动化,AG Leader Technology,2022-09-05,AG Leader,AG Leader Technologies,农业生产者,农业科技协会,https://www.agleader.com,,
多设备连接网络,家庭网络系统,Wi-Fi Mesh,Eero,2023-08-30,Eero,Eero LLC,家庭用户,家庭网络研究,https://eero.com,,
工业边缘计算系统,云计算系统,Edge AI Processing,NVIDIA,2023-07-12,NVIDIA,NVIDIA公司,制造业,工业自动化报告,https://www.nvidia.com,,
智能农业监测系统,物联网通信,农田数据实时监控,中国农业科技公司,2023-08-01,中国农业科技公司,中国农业科技有限公司,农民与农业企业,农业科技相关报告,http://www.agritech.com,,
5G智能家居系统,智能家居通信,智能设备互联,小米科技,2023-06-15,小米公司,小米集团,家庭用户,智能生活周刊,https://www.mi.com,,
自动驾驶车辆通信网络,车联网,V2X通信,特斯拉,2023-09-20,特斯拉,特斯拉公司,汽车制造商,汽车行业分析报告,https://www.tesla.com,,
北极卫星通信网络,卫星通信,L波段,SpaceX,2023-04-10,SpaceX,Space Exploration Technologies Corp,科研与探险,国际空间合作组织,https://www.spacex.com,,
城市无线网络建设,城市通信系统,Wi-Fi 6,华为技术有限公司,2023-02-28,华为,华为技术有限公司,城市居民,城市发展规划报告,https://www.huawei.com,,
全球物联网连接平台,物联网平台,多协议互通,IBM,2023-03-15,IBM,国际商业机器公司,企业用户,云计算峰会,https://www.ibm.com,,
智能制造通信网络,工业互联网,M2M通信,西门子,2023-07-22,西门子,西门子股份公司,制造企业,工业4.0报告,https://www.siemens.com,,
移动边缘计算平台,云计算系统,MEC,英特尔,2023-01-05,英特尔,英特尔公司,开发者和企业,技术展览会,https://www.intel.com,,
亚马逊云服务网络,云计算系统,高可用性架构,亚马逊,2023-05-05,亚马逊网络服务,亚马逊网络服务公司,普通开发者,云计算行业分析,https://aws.amazon.com,,
私有5G网络系统,移动通信系统,私有网络建设,诺基亚,2023-08-20,诺基亚,诺基亚公司,工业客户,移动通信协会,https://www.nokia.com,,
智能电网监控系统,电力通信,分布式监控,施耐德电气,2023-09-01,施耐德,施耐德电气公司,电力公司,能源技术期刊,https://www.se.com,,
智能医疗监测系统,健康通信,远程监测,医疗科技公司,2023-04-12,医疗科技公司,医疗科技有限公司,医疗机构,医疗技术发展报告,http://www.medicaltech.com,,
虚拟现实通信平台,虚拟现实技术,低延迟交互,Oculus,2023-03-30,Meta Platforms,Meta公司,游戏与娱乐用户,VR行业博览会,https://www.oculus.com,,
无人机通信网络,无人机通信,实时数据传输,DJI,2023-02-14,大疆创新,大疆科技有限公司,电商与物流,无人机产业报告,https://www.dji.com,,
智能环境检测网络,环境监测,多传感器网络,环境科技公司,2023-05-21,环境科技公司,环境科技有限公司,城市管理部门,环境监测报告,http://www.environmenttech.com,,
个人飞机通信系统,航空通信,ATC通讯,Uber Elevate,2023-06-05,Uber Technologies,优步科技公司,个人用户,航空安全会议,https://www.uber.com,,
智慧校园网络系统,校园通信,多功能网络,华东师范大学,2023-02-25,华东师范大学,华东师范大学,学生与教职工,教育通信研究,http://www.ecnu.edu.cn,,
智能家居控制网络,物联网通信,Zigbee,小米科技,2023-08-15,小米,小米科技有限公司,家庭用户,市场调研报告,https://www.mi.com,,
高安全性通信系统,加密通信,量子加密,IBM,2023-07-20,IBM Quantum,国际商业机器公司,金融服务,金融科技报,https://www.ibm.com,,
5G家庭宽带系统,固定通信系统,5G NR,AT&T,2023-03-05,AT&T Inc.,AT&T公司,家庭用户,美国联邦通讯委员会,https://www.att.com,,
多站点VPN网络,虚拟专用网络,MPLS,思科系统公司,2023-06-22,Cisco,思科系统公司,企业用户,网络安全杂志,https://www.cisco.com,,
智能农业传感网络,物联网通信,LoRa,阿里巴巴,2023-02-10,阿里云,阿里巴巴集团,农业用户,农业技术研究所,https://www.alibaba.com,,
全球卫星互联网服务,卫星通信,Starlink,SpaceX,2023-01-05,SpaceX,Space Exploration Technologies Corp.,偏远用户,卫星通讯协会,https://www.spacex.com,,
西非无人机通信系统,航空通信,LoRaWAN,无人机技术公司,2023-04-14,Drones Tech,无人机技术有限公司,物流服务,无人机行业协会,https://www.drone-tech.com,,
先进医疗通信系统,医疗通信,HIPAA合规,Cerner Corporation,2023-08-02,Cerner,Cerner公司,医疗机构,医疗信息管理协会,https://www.cerner.com,,
次卫星通信网络,次卫星通信,100Mbps,OneWeb,2023-09-22,OneWeb Ltd.,OneWeb公司,航海与航空,国际电信联盟,https://www.oneweb.world,,
社交媒体营销通信工具,网络营销,集成API,Twitter,2023-08-19,Twitter Inc.,Twitter公司,企业用户,社交媒体报告,https://www.twitter.com,,
气象与灾害监测通信系统,环境监测,实时数据传输,蒙特索监测有限公司,2023-10-01,Montesor,蒙特索监测科技,政府机构,气象局报告,https://www.montesor.com,,
车联网数据交换网络,智能交通,V2X通信,特斯拉,2023-06-25,Tesla Inc.,特斯拉公司,汽车制造商,汽车工程师协会,https://www.tesla.com,,
智能语音助手通信平台,人工智能,NLP支持,亚马逊,2023-05-15,Amazon Alexa,亚马逊公司,家庭和企业用户,人工智能技术报告,https://www.amazon.com,,
动态网络流量监控系统,网络安全,AI驱动,Palo Alto Networks,2023-09-10,Palo Alto,Palo Alto Networks Inc.,中小企业,网络监控报告,https://www.paloaltonetworks.com,,
