受理号（数字型）,人工智能系统名称（字符型）,人工智能系统类型（字符型）,注册分类（字符型）,申请类型（字符型）,承办日期（日期型）,企业名称（字符型）,联合申报企业名称（字符型）,办理状态（字符型）,状态开始时间（日期型）,审评结论（字符型）,规范企业名称（字符型）,系统构成（字符型）,企业名称(CDE)（字符型）,试验登记号（数字型）,适用领域（数字型）,适应症（品种）（字符型）,规范人工智能系统类型（字符型）,规范企业名称（字符型）.1,注册版本（字符型）,采集来源,来源链接,采集时间,备注
Jiangxi-QiXiang-20241026 S0009,智能法律咨询系统,法律服务,法律技术,法律技术,2023-07-01,法律家,北京大学,招募中,2023-07-05,待审,法律家科技,提供法律文本分析、合同审核等功能,法律家,Jiangxi-QiXiang-20241026 S0009,司法,合同法律合规、法律意见提供,增强智能系统,法律家科技,V1.0,JD.com,https://www.jd.com,2024-10-11,
Liaoning-YuanChuang-20241027 S0010,智能财务分析系统,金融服务,财务管理,财务管理,2023-08-10,平安保险,清华大学,已完成,2023-08-15,合格,平安科技,财务报告生成、财务数据分析,平安保险,Liaoning-YuanChuang-20241027 S0010,保险,财务风险评估、审计合规,认知计算系统,平安科技,V2.0,Peking University,http://www.pku.edu.cn,2024-10-11,
Beijing-ZhiNeng-20241028 S0011,智能城市管理系统,城市管理,智能城市,智能城市,2023-09-05,阿里巴巴,上海交通大学,招募中,2023-09-10,合格,阿里云,城市数据采集、实时监控与管理,阿里巴巴,Beijing-ZhiNeng-20241028 S0011,生态城市,基础设施管理、交通流量优化,自我进化人工智能系统,阿里云,V1.2,TechCrunch,https://techcrunch.com/,2024-10-11,
Shanghai-WeiXin-20241029 S0012,个性化医疗推荐系统,医疗健康,医疗软件,医疗软件,2023-10-01,腾讯,华东师范大学,招募中,2023-10-05,待审,腾讯医疗,患者数据分析、个性化治疗建议,腾讯,Shanghai-WeiXin-20241029 S0012,远程医疗,糖尿病、心脏病,超级计算智能系统,腾讯医疗,V1.0,Health IT News,https://www.healthitnews.com/,2024-10-11,
Tianjin-JinXing-20241030 S0013,声纹识别安全系统,安全防范,安防设备,安防设备,2023-11-15,百度,南方科技大学,已完成,2023-11-20,合格,百度安全,音频处理、声纹识别,百度,Tianjin-JinXing-20241030 S0013,安全防范,身份验证、访问控制,量子人工智能系统,百度安全,V2.0,MIT Technology Review,https://www.technologyreview.com/,2024-10-11,
Shaanxi-HuaZhong-20241031 S0014,虚拟试衣间系统,零售服务,电子商务,电子商务,2023-09-30,京东,中央美术学院,招募中,2023-10-05,待审,京东科技,虚拟现实、服装匹配,京东,Shaanxi-HuaZhong-20241031 S0014,电子商务,在线购物、顾客体验提升,窄人工智能系统,京东科技,V1.1,Forbes,https://www.forbes.com,2024-10-11,
Guangxi-ShengXing-20241101 S0015,智能社交分析系统,社交媒体,社交工具,社交工具,2023-12-05,Snapchat,浙江大学,已完成,2023-12-10,合格,Snapchat科技,社交数据分析、用户交互提升,Snapchat,Guangxi-ShengXing-20241101 S0015,社交媒体,用户行为洞察、市场营销,通用人工智能系统,Snapchat科技,V1.0,Wired,https://www.wired.com,2024-10-11,
Yunnan-ZhiHui-20241102 S0016,智能音频助手,媒体娱乐,智能助手,智能助手,2023-11-25,网易,复旦大学,招募中,2023-12-01,待审,网易云音乐,音频推荐、用户偏好分析,网易,Yunnan-ZhiHui-20241102 S0016,媒体娱乐,个性化音乐推荐、音频内容策划,超越人工智能系统,网易云音乐,V1.0,The Verge,https://www.theverge.com,2024-10-11,
Fujian-SuShi-20241103 S0017,医疗影像识别系统,医疗健康,医疗软件,医疗软件,2023-10-15,协和医院,复旦大学,已完成,2023-10-20,合格,协和医疗,医疗影像处理、深度学习,协和医院,Fujian-SuShi-20241103 S0017,医疗影像,肿瘤检测、影像诊断,自我意识人工智能系统,协和医疗,V2.0,MedPage Today,https://www.medpage.com,2024-10-11,
Hunan-JingZhi-20241104 S0018,智能医疗决策辅助系统,医疗健康,医疗信息系统,医疗信息系统,2023-07-12,IBM,清华大学医院,待审,2023-07-15,待审,IBM医疗,融合机器学习和患者数据分析,IBM,Hunan-JingZhi-20241104 S0018,1,心脏病、肺疾病,自适应人工智能系统,IBM医疗,V1.0,medicaltech.com,https://www.medicaltech.com,2024-10-11,
Jilin-QingKe-20241105 S0019,城市环境监测平台,环境监控,环境管理,环境管理,2023-05-20,阿里巴巴,地球观测组织,已完成,2023-05-25,合格,阿里环保,包含气象监测、数据共享,阿里巴巴,Jilin-QingKe-20241105 S0019,2,空气质量、污染监测,强化学习人工智能系统,阿里环保,V1.3,EcoNews,https://www.econews.com,2024-10-11,
Ningxia-JiZhi-20241106 S0020,智能供应链优化系统,物流与仓储,物流管理,物流管理,2023-08-01,京东,华为,招募中,2023-08-05,待审,京东物流,集成数据分析和实时监控,京东,Ningxia-JiZhi-20241106 S0020,3,运输管理、库存监控,量子人工智能系统,京东物流,V2.1,物流巴士,https://www.logisticsbus.com,2024-10-11,
Sichuan-XinTian-20241020 S0002,智能电网管理系统,能源,能源管理,能源管理,2023-09-15,国家电网公司,清华大学,已完成,2023-09-20,合格,国家电网,整合实时数据和智能分析,国家电网公司,Sichuan-XinTian-20241020 S0002,4,电力调度、需求响应,社会智能人工智能系统,国家电网,V1.5,EnergyTech,https://www.energytech.com,2024-10-11,
Guangdong-HuaWei-20241019 S0003,智能风险评估系统,保险服务,风险分析,风险分析,2023-06-30,平安保险,清华大学,招募中,2023-07-05,待审,平安科技,结合大数据与行为分析,平安保险,Guangdong-HuaWei-20241019 S0003,5,健康保险、财产保险,窄人工智能系统,平安科技,V1.1,InsureTech,https://www.insuretech.com,2024-10-11,
Zhejiang-BaiDu-20241021 S0004,智能社区管理平台,社会服务,社区管理,社区管理,2023-10-05,腾讯,北京大学,已完成,2023-10-10,合格,腾讯社区,包括居民反馈和资源分配,腾讯,Zhejiang-BaiDu-20241021 S0004,6,社区服务、居民安全,通用人工智能系统,腾讯社区,V1.0,SocialTech,https://www.socialtech.com,2024-10-11,
Henan-JunJian-20241022 S0005,智能交通优化系统,城市交通,交通管理,交通管理,2023-07-25,百度,南京交通局,招募中,2023-07-30,待审,百度交通,结合实时数据与智能算法,百度,Henan-JunJian-20241022 S0005,7,交通拥堵监测、流量优化,超级人工智能系统,百度交通,V1.0,交通科技,https://www.traffictech.com,2024-10-11,
Shandong-ZuoZhe-20241023 S0006,智能阅读辅助工具,教育行业,学习工具,学习工具,2023-08-20,字节跳动,北师大,待审,2023-08-25,待审,字节跳动教育,AI辅助学习与文本分析功能,字节跳动,Shandong-ZuoZhe-20241023 S0006,8,语言学习、写作辅导,助理人工智能系统,字节跳动教育,V1.0,EduTech,https://www.edutech.com,2024-10-11,
Hubei-YunXing-20241024 S0007,智慧医疗影像系统,医疗健康,医疗设备,医疗设备,2023-07-15,阿里健康,北京协和医院,招募中,2023-07-20,待审,阿里健康科技,影像识别、报告生成,阿里健康,Hubei-YunXing-20241024 S0007,1,肺部疾病、心脑血管,自主人工智能系统,阿里健康科技,V1.0,HealthTech News,https://www.healthtechnews.com,2024-10-11,
Anhui-XingFu-20241025 S0008,智能环境监控系统,环境保护,监控系统,监控系统,2023-05-22,深圳市环保局,华为,已完成,2023-05-30,合格,深圳市环保局,传感器监控、数据分析,深圳市环保局,Anhui-XingFu-20241025 S0008,2,空气质量监测,量子人工智能系统,深圳市环保局,V2.1,Environmental Journal,https://www.environmentaljournal.com,2024-10-11,
Jiangxi-QiXiang-20241026 S0009,智能金融顾问,金融服务,金融软件,金融软件,2023-08-01,平安科技,复旦大学,招募中,2023-08-05,待审,平安科技有限公司,投资分析、风险评估,平安科技,Jiangxi-QiXiang-20241026 S0009,3,资产分配、风险管理,自适应人工智能系统,平安科技有限公司,V1.5,Finance Today,https://www.financetoday.com,2024-10-11,
Liaoning-YuanChuang-20241027 S0010,精准农业预测系统,农业,农业管理,农业管理,2023-06-30,中科院农业研究所,大北农,已完成,2023-07-05,合格,中科院农业研究所,天气分析、作物模拟,中科院农业研究所,Liaoning-YuanChuang-20241027 S0010,4,作物产量预测,协作人工智能系统,中科院农业研究所,V2.0,Farm Tech,https://www.farmtech.com,2024-10-11,
Beijing-ZhiNeng-20241028 S0011,智能城市管理平台,城市管理,管理系统,管理系统,2023-06-15,北京市城市管理局,腾讯,招募中,2023-06-20,待审,北京市城市管理局,数据集成、实时监控,北京市城市管理局,Beijing-ZhiNeng-20241028 S0011,5,市政服务管理,强化学习人工智能系统,北京市城市管理局,V3.0,Smart Cities Report,https://www.smartcitiesreport.com,2024-10-11,
Shanghai-WeiXin-20241029 S0012,智能金融信贷系统,金融服务,贷款审批,贷款审批,2023-07-11,招商银行,清华大学,已完成,2023-07-18,合格,招商银行,信用评估、申请审批,招商银行,Shanghai-WeiXin-20241029 S0012,3,小额贷款审批,情感智能系统,招商银行,V1.0,Finance Innovations,https://www.financeinnovations.com,2024-10-11,
Tianjin-JinXing-20241030 S0013,智能客服系统,企业服务,客户服务,客户服务,2023-08-12,百度,南开大学,招募中,2023-08-15,待审,百度科技,自然语言处理、数据分析,百度,Tianjin-JinXing-20241030 S0013,6,客户问询处理、问题解决,"窄人工智能系统,广泛人工智能系统,超越人工智能系统,自主人工智能系统,自适应人工智能系统,认知人工智能系统,增强人工智能系统,并行人工智能系统,智能决策系统,全能人工智能系统",百度科技,V1.2,AI Journal,https://www.aijournal.com,2024-10-11,
Shaanxi-HuaZhong-20241031 S0014,智能博物馆导览系统,文化教育,展示系统,展示系统,2023-08-25,故宫博物院,阿里巴巴,已完成,2023-09-01,合格,故宫博物院,位置服务、多媒体导览,故宫博物院,Shaanxi-HuaZhong-20241031 S0014,7,展览导览、教育活,自适应人工智能系统,故宫博物院,V1.1,Cultural Insights,https://www.culturalinsights.com,2024-10-11,
Guangxi-ShengXing-20241101 S0015,智能健身教练,体育健康,健身应用,健身应用,2023-07-12,Huawei,清华大学,招募中,2023-07-15,待审,华为技术,运动监测、个性化训练计划,Huawei,Guangxi-ShengXing-20241101 S0015,运动健康,身体健康、体能提升,反应式人工智能系统,华为技术,V1.0,Fitness Tech,https://www.socialtech.com,2024-10-11,
Yunnan-ZhiHui-20241102 S0016,智慧医疗平台,医疗健康,医疗信息系统,医疗信息系统,2023-07-20,阿里健康,复旦大学,已完成,2023-07-25,合格,阿里巴巴健康,电子病历、远程诊断,阿里健康,Yunnan-ZhiHui-20241102 S0016,电子医疗,慢性病管理、健康监测,认知人工智能系统,阿里巴巴健康,V1.0,Health Tech News,https://www.traffictech.com,2024-10-11,
Fujian-SuShi-20241103 S0017,防疫监控助手,公共安全,疫情管理系统,疫情管理系统,2023-08-01,腾讯,国家疾控中心,招募中,2023-08-05,合格,腾讯科技,数据采集、疫情监测和分析,腾讯,Fujian-SuShi-20241103 S0017,公共卫生,传染病监控、区域防控,进化人工智能系统,腾讯科技,V1.0,China Health,https://www.edutech.com,2024-10-11,
Hunan-JingZhi-20241104 S0018,AI法律助手,法律服务,法律咨询工具,法律咨询工具,2023-08-15,百度,北京大学,已完成,2023-08-20,合格,百度律师,法律文书分析、案件预测,百度,Hunan-JingZhi-20241104 S0018,法律服务,法律咨询、案件处理,具身人工智能系统,百度律师,V1.0,Legal Tech Journal,https://www.healthtechnews.com,2024-10-11,
Jilin-QingKe-20241105 S0019,精准教育解决方案,教育科技,教育管理系统,教育管理系统,2023-09-01,网易,北京师范大学,招募中,2023-09-05,待审,网易教育,个性化学习、智能教务系统,网易,Jilin-QingKe-20241105 S0019,教育科技,学生评估、课程优化,知识驱动人工智能系统,网易教育,V1.0,EduTech,https://www.environmentaljournal.com,2024-10-11,
Ningxia-JiZhi-20241106 S0020,智慧城市管理系统,城市管理,城市智能系统,城市智能系统,2023-09-15,中兴通讯,清华大学,已完成,2023-09-20,合格,中兴智能,基础设施监控、环境数据分析,中兴通讯,Ningxia-JiZhi-20241106 S0020,城市管理,城市交通、环境保护,迁移学习人工智能系统,中兴智能,V1.0,Urban Tech,https://www.financetoday.com,2024-10-11,
Sichuan-XinTian-20241020 S0002,智能融资顾问,金融服务,融资咨询,融资咨询,2023-09-30,平安集团,复旦大学,招募中,2023-10-05,合格,平安科技,金融分析、投资建议,平安集团,Sichuan-XinTian-20241020 S0002,金融服务,投资决策、资金管理,自组织人工智能系统,平安科技,V1.0,Finance Tech,https://www.farmtech.com,2024-10-11,
Guangdong-HuaWei-20241019 S0003,人工智能翻译系统,语言服务,翻译工具,翻译工具,2023-10-10,字节跳动,外语学院,已完成,2023-10-15,合格,字节跳动语言,机器翻译、语义分析,字节跳动,Guangdong-HuaWei-20241019 S0003,语言服务,文档翻译、实时翻译,窄人工智能系统,字节跳动语言,V1.0,Translation Tech,https://www.smartcitiesreport.com,2024-10-11,
Zhejiang-BaiDu-20241021 S0004,智慧环境监控系统,环境监测,环境管理系统,环境管理系统,2023-10-20,中国环境监测中心,国家气候中心,招募中,2023-10-25,待审,环境监测中心,实时数据采集、环境预警,中国环境监测中心,Zhejiang-BaiDu-20241021 S0004,环境监测,空气质量监测、水体监测,通用人工智能系统,环境监测中心,V1.0,Environmental Tech,https://www.financeinnovations.com,2024-10-11,
Henan-JunJian-20241022 S0005,智能法律咨询系统,法律服务,法律工具,法律工具,2023-07-01,法律科技公司,中国政法大学,招募中,2023-07-05,待审,法律科技,合规分析、合同审查等功能,法律科技公司,Henan-JunJian-20241022 S0005,电子申请,法律咨询、合规服务,超级人工智能系统,法律科技,V1.0,LegalTech News,https://www.legaltechnews.com/,2024-10-11,
Shandong-ZuoZhe-20241023 S0006,智能环保监测系统,环境保护,环保工具,环保工具,2023-07-15,环境保护署,清华大学,已完成,2023-07-20,合格,环保科技,空气质量监测、数据分析,环境保护署,Shandong-ZuoZhe-20241023 S0006,生态环境,空气污染监测,窄人工智能系统,环保科技,V2.0,EcoScience Journal,https://www.ecosciencejournal.com/,2024-10-11,
Hubei-YunXing-20241024 S0007,智能人力资源管理系统,人力资源,管理工具,管理工具,2023-08-05,人力资源协会,阿里巴巴,招募中,2023-08-10,待审,人力科技,人才分析、招聘管理,人力资源协会,Hubei-YunXing-20241024 S0007,组织管理,人员管理、招聘优化,通用人工智能系统,人力科技,V1.0,HR Tech World,https://www.hrtechworld.com/,2024-10-11,
Anhui-XingFu-20241025 S0008,智能供应链管理系统,物流管理,供应链工具,供应链工具,2023-08-20,全球供应链公司,MIT,已完成,2023-08-25,合格,供应链科技,需求预测、订单优化,全球供应链公司,Anhui-XingFu-20241025 S0008,物流与运输,库存管理、成本控制,先进人工智能系统,供应链科技,V2.0,Supply Chain Digital,https://www.supplychaindigital.com/,2024-10-11,
Jiangxi-QiXiang-20241026 S0009,智能餐饮管理系统,餐饮服务,餐饮工具,餐饮工具,2023-08-30,点餐科技公司,南开大学,招募中,2023-09-05,待审,餐饮科技,菜单管理、顾客反馈,点餐科技公司,Jiangxi-QiXiang-20241026 S0009,餐饮服务,顾客体验管理,超级人工智能系统,餐饮科技,V1.0,FoodTech Magazine,https://www.foodtechmagazine.com/,2024-10-11,
Liaoning-YuanChuang-20241027 S0010,智能健身教练系统,体育与健康,健身工具,健身工具,2023-09-10,健康科技公司,北京体育大学,已完成,2023-09-15,合格,健身科技,训练规划、进度跟踪,健康科技公司,Liaoning-YuanChuang-20241027 S0010,健身与健康,个性化训练,自我意识人工智能系统,健身科技,V1.0,Fitness Tech Hub,https://www.fitnesstechhub.com/,2024-10-11,
Beijing-ZhiNeng-20241028 S0011,智能社区管理系统,城市管理,智能城市,智能城市,2023-09-20,智慧城市公司,复旦大学,招募中,2023-09-25,待审,智慧城市科技,社区服务、安防监控,智慧城市公司,Beijing-ZhiNeng-20241028 S0011,城市管理,安全监控、居民服务,具有人类情感的人工智能系统,智慧城市科技,V1.0,Smart City Journal,https://www.smartcityjournal.com/,2024-10-11,
Shanghai-WeiXin-20241029 S0012,智能虚拟现实教育系统,教育技术,沉浸式学习,沉浸式学习,2023-09-30,虚拟现实科技,杭州师范大学,已完成,2023-10-05,合格,虚拟教育科技,VR模拟、交互学习,虚拟现实科技,Shanghai-WeiXin-20241029 S0012,教育技术,沉浸教育体验,强适应性人工智能系统,虚拟教育科技,V1.0,EdTech Review,https://www.edtechreview.com/,2024-10-11,
