视频分辨率（字符型）,图像传感器数目（数值型）,单位,视频采集接口及速率（字符型）,本地缓存容量（字符型）,本地显示分辨率（字符型）,最大传输带宽（字符型）,远程显示分辨率（数值型）,单位.1,传输距离（数值型）,单位.2,系统总延时（数值型）,单位.3,系统调试接口（字符型）,设备供电电压（字符型）,功耗（字符型）,单位.4,采集来源,来源链接,采集时间,备注
2560x1080,1,个,"HDMI, DP, >12Gbps",8GB,UltraWide,12Gbps,1080,P,50,米,18,毫秒,"DP, HDMI",AC110V,70,W,图像技术分析,https://www.imagingtechanalysis.com,,
5120x2880,2,个,"USB-C, HDMI, >30Gbps",64GB,5K,30Gbps,2880,P,80,米,24,毫秒,"USB 3.1, RS232",AC220V,130,W,高科技前沿,https://www.hightechfrontier.com,,
1920x1080,1,个,"HDMI, SDI, >12Gbps",6GB,1080P,12Gbps,720,P,40,米,15,毫秒,"HDMI, USB",AC110V,55,W,产品科技,https://www.productscience.com,,
3840x2160,3,个,"USB-C, HDMI, >40Gbps",128GB,4K,40Gbps,2160,P,300,米,28,毫秒,"USB 3.1, Ethernet",AC240V,250,W,未来技术,https://www.futuretech.com,,
2560x1440,1,个,"HDMI, USB, >10Gbps",16GB,1440P,10Gbps,1440,P,200,米,19,毫秒,"HDMI, RS232",AC220V,80,W,电子消费品,https://www.electronicconsumer.com,,
1920x1080,2,个,"HDMI, USB-C, >20Gbps",8GB,1080P,20Gbps,1080,P,35,米,14,毫秒,"HDMI, Ethernet",AC110V,65,W,电子科技,https://www.electronictech.com,,
3840x2160,3,个,"HDMI, USB-C, >35Gbps",64GB,4K,35Gbps,2160,P,90,米,33,毫秒,"USB 3.1, HDMI 2.0",AC220V,150,W,虚拟现实周刊,https://www.virtualrealityweekly.com,,
1920x1080,2,个,"HDMI, DisplayPort, >20Gbps",16GB,1080P,20Gbps,1080,P,60,米,15,毫秒,"USB-C, Ethernet",AC220V,85,W,科技论坛,https://www.techforum.com,,
3840x2160,4,个,"HDMI, USB 3.0, >25Gbps",32GB,4K,25Gbps,2160,P,120,米,28,毫秒,"HDMI, RS232",AC110V,95,W,视频科技观察,https://www.videotechnologywatch.com,,
2560x1440,1,个,"USB-C, HDMI, >15Gbps",8GB,1440P,15Gbps,1440,P,50,米,12,毫秒,USB,AC220V,70,W,科技前沿,https://www.techfrontier.com,,
7680x4320,6,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,超高定义视界,https://www.uhdvision.com,,
1920x1080,3,个,"HDMI, Ethernet, >10Gbps",4GB,1080P,10Gbps,1080,P,30,米,20,毫秒,Ethernet,AC220V,45,W,数字媒体,https://www.digitalmedia.com,,
3840x2160,2,个,"HDMI, USB-C, >30Gbps",16GB,4K,30Gbps,2160,P,100,米,22,毫秒,USB-C,AC110V,130,W,智能科技,https://www.smarttech.com,,
2560x1080,5,个,"DisplayPort, HDMI, >15Gbps",32GB,UltraWide,15Gbps,1080,P,80,米,18,毫秒,"HDMI, USB",AC220V,75,W,科技前瞻,https://www.techfutures.com,,
3840x2160,3,个,"USB-C, HDMI, >25Gbps",48GB,4K,25Gbps,2160,P,150,米,30,毫秒,USB 3.1,AC240V,145,W,虚拟现实资讯,https://www.vrnews.com,,
5120x2880,3,个,"HDMI, USB-C, >35Gbps",32GB,5K,35Gbps,1440,P,90,米,34,毫秒,"USB-C, Ethernet",AC110V,160,W,交互技术,https://www.interactivetech.com,,
1440x720,1,个,"HDMI, VGA, >5Gbps",8GB,720P,5Gbps,720,P,40,米,11,毫秒,USB,AC5V,20,W,新媒体动态,https://www.newmedia.com,,
3840x2160,2,个,"HDMI, Ethernet, >25Gbps",64GB,4K,25Gbps,2160,P,110,米,29,毫秒,"USB-C, RS232",AC220V,110,W,区域科技,https://www.regionaltech.com,,
5120x2880,4,个,"USB-C, HDMI, >40Gbps",32GB,5K,40Gbps,1440,P,100,米,32,毫秒,"HDMI, USB 3.1",AC240V,180,W,科技日报,https://www.scitechdaily.com,,
2560x1440,2,个,"HDMI, USB, >15Gbps",8GB,1440P,15Gbps,1440,P,70,米,18,毫秒,"USB-C, Ethernet",AC220V,80,W,工程师视界,https://www.engineer360.com,,
1280x720,1,个,"USB, Wi-Fi, >5Gbps",4GB,720P,5Gbps,480,P,25,米,16,毫秒,USB,AC5V,30,W,网络摄影,https://www.networkphotography.com,,
2560x1600,2,个,"HDMI, USB-C, >20Gbps",16GB,2.5K,20Gbps,1600,P,50,米,18,毫秒,"USB-C, Ethernet",AC110V,90,W,视频技术前沿,https://www.videotechfrontiers.com,,
3840x1200,2,个,"HDMI, Thunderbolt, >30Gbps",32GB,3.5K,30Gbps,1200,P,150,米,25,毫秒,"Thunderbolt, USB",AC220V,110,W,映像科技版,https://www.image-tech.com,,
4096x2160,1,个,"HDMI, DisplayPort, >15Gbps",8GB,4K,15Gbps,2160,P,60,米,30,毫秒,"VGA, RS232",AC240V,95,W,新视野科技,https://www.newhorizontechnology.com,,
7680x4320,4,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,45,毫秒,"USB 3.0, RS232",AC120V,450,W,视频制造商网,https://www.videomanufacturer.net,,
3840x2160,3,个,"HDMI, USB3.1, >25Gbps",16GB,4K,25Gbps,2160,P,90,米,29,毫秒,"USB-C, HDMI",AC240V,135,W,科技动态,https://www.techtrends.com,,
1920x1080,1,个,"VGA, HDMI, >10Gbps",4GB,1080P,10Gbps,1080,P,30,米,20,毫秒,VGA,AC5V,35,W,视频技术研究,https://www.videotechresearch.com,,
2560x1080,2,个,"USB, Ethernet, >15Gbps",8GB,UltraWide,15Gbps,1080,P,80,米,27,毫秒,"HDMI, USB",AC220V,70,W,电子视界,https://www.electronicview.com,,
1920x1080,1,个,"HDMI, Type-C, >12Gbps",8GB,1080P,12Gbps,1080,P,50,米,22,毫秒,"RS232, USB-C",AC240V,60,W,前沿视频科技,https://www.frontiervideotech.com,,
3840x1080,2,个,"HDMI, USB, >20Gbps",16GB,UltraWide,20Gbps,1080,P,100,米,24,毫秒,"Ethernet, HDMI",AC115V,85,W,全球视频会议,https://www.globalvideoconferencing.com,,
7680x4800,6,个,"SDI, HDMI, >150Gbps",256GB,8K SuperWide,150Gbps,4800,P,500,米,50,毫秒,"USB 3.1, SDI",AC240V,600,W,未来科技展望,https://www.futuretechexpo.com,,
1920x1200,1,个,"VGA, USB, >5Gbps",4GB,WUXGA,5Gbps,1200,P,25,米,17,毫秒,"USB, RS232",AC5V,28,W,数字影像论坛,https://www.digitalimageforum.com,,
3840x1440,2,个,"HDMI, Type-C, >20Gbps",12GB,QHD,20Gbps,1440,P,95,米,26,毫秒,"USB-C, HDMI",AC220V,75,W,新媒体技术,https://www.newmediotechnology.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",6GB,1080P,10Gbps,1080,P,40,米,15,毫秒,USB-C,AC5V,35,W,数码控,https://www.digitalfan.com,,
3840x2160,2,个,"HDMI, Ethernet, >20Gbps",8GB,4K,20Gbps,2160,P,150,米,30,毫秒,"HDMI, RS232",AC110V,100,W,5G周边,https://www.5gsurround.com,,
2560x1080,2,个,"USB-C, HD-SDI, >15Gbps",12GB,UltraWide,15Gbps,1440,P,60,米,20,毫秒,"VGA, USB",AC220V,70,W,视频技术,https://www.videotech.com,,
7680x4320,4,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,45,毫秒,"USB 3.1, RS232",AC240V,500,W,科技前沿,https://www.techfrontier.com,,
5120x2880,3,个,"USB-C, Ethernet, >30Gbps",16GB,5K,30Gbps,1440,P,70,米,20,毫秒,"HDMI, RS232",AC220V,120,W,未来科技,https://www.futuretech.com,,
3840x2160,2,个,"HDMI, USB, >25Gbps",8GB,4K,25Gbps,2160,P,100,米,28,毫秒,"Ethernet, RS232",AC110V,90,W,影像专家,https://www.imageexperts.com,,
2560x1440,3,个,"HDMI, SDI, >12Gbps",16GB,1440P,12Gbps,1440,P,50,米,18,毫秒,"USB, Ethernet",AC220V,80,W,创新科技,https://www.innovativetech.com,,
1920x1080,1,个,"Type-C, HDMI, >15Gbps",4GB,1080P,15Gbps,1080,P,30,米,22,毫秒,"USB, RS232",AC5V,25,W,科技前沿,https://www.techfront.com,,
3840x2160,1,个,"HDMI, Fiber, >35Gbps",12GB,4K,35Gbps,2160,P,200,米,25,毫秒,"HDMI, RS232",AC220V,110,W,网络科技,https://www.networktech.com,,
5120x2880,4,个,"USB-C, HDMI, >40Gbps",32GB,5K,40Gbps,1440,P,80,米,32,毫秒,"USB, Ethernet",AC240V,135,W,技术前沿,https://www.technologyfrontier.com,,
2560x1440,2,个,"HDMI, SDI, >20Gbps",16GB,1440P,20Gbps,1440,P,90,米,20,毫秒,"USB-C, Ethernet",AC220V,100,W,科技动态,https://www.technews.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,25,米,18,毫秒,"USB, RS232",AC5V,30,W,高新科技,https://www.hightech.com,,
3840x2160,3,个,"HDMI, Ethernet, >35Gbps",16GB,4K,35Gbps,2160,P,150,米,38,毫秒,"USB 3.0, RS232",AC220V,135,W,在线影像,https://www.onlineimaging.com,,
1920x1080,2,个,"HDMI, USB, >12Gbps",16GB,1080P,12Gbps,1080,P,60,米,22,毫秒,"USB, HDMI",AC220V,75,W,科技新闻,https://www.technews.com,,
3840x2160,4,个,"HDMI, SDI, >20Gbps",32GB,4K,20Gbps,2160,P,150,米,30,毫秒,"USB-C, Ethernet",AC220V,100,W,高清视频博客,https://www.videoblog.com,,
1280x720,1,个,"USB, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,20,米,18,毫秒,"HDMI, RS232",AC5V,25,W,崔老师的编程,https://www.cuilab.com,,
2560x1440,2,个,"HDMI, USB, >10Gbps",16GB,1440P,10Gbps,1440,P,80,米,28,毫秒,"USB, Ethernet",AC220V,90,W,未来科技,https://www.futuretech.com,,
7680x4320,5,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,350,米,40,毫秒,"USB 3.1, RS232",AC240V,450,W,下一代视频技术,https://www.nextgenvideo.com,,
1920x1080,1,个,"HDMI, VGA, >8Gbps",8GB,1080P,8Gbps,1080,P,50,米,26,毫秒,"HDMI, RS232",AC110V,60,W,科学探索,https://www.scienceexploration.com,,
3840x2160,3,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,200,米,24,毫秒,"USB-C, RS232",AC220V,130,W,未来网,https://www.futureweb.com,,
2560x1080,2,个,"HDMI, USB, >15Gbps",16GB,UltraWide,15Gbps,1080,P,100,米,20,毫秒,"USB, HDMI",AC110V,70,W,电子计算机,https://www.electroniccomputing.com,,
5120x2880,3,个,"USB-C, HDMI, >50Gbps",64GB,5K,50Gbps,2880,P,100,米,28,毫秒,"USB, Ethernet",AC220V,150,W,数字技术,https://www.digitaltechnology.com,,
7680x4320,6,个,"SDI, HDMI, >150Gbps",256GB,8K,150Gbps,4320,P,400,米,50,毫秒,"USB 3.1, RS232",AC240V,600,W,高清产业,https://www.highdefindustry.com,,
1920x1080,1,个,"HDMI, USB-C, >10Gbps",8GB,1080P,10Gbps,1080,P,65,米,19,毫秒,"USB-C, Ethernet",AC5V,30,W,信息科技资讯,https://www.techinfo.com,,
3840x2160,3,个,"HDMI, Ethernet, >35Gbps",32GB,4K,35Gbps,2160,P,180,米,23,毫秒,"USB-C, RS232",AC220V,140,W,数字未来,https://www.digitalfuture.com,,
1280x720,2,个,"USB, HDMI, >7Gbps",4GB,720P,7Gbps,480,P,30,米,17,毫秒,"HDMI, RS232",AC5V,20,W,数码科技,https://www.digitechnews.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,15,毫秒,USB-C,AC220V,70,W,新科技观察,https://www.newtechview.com,,
3840x2160,3,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,20,毫秒,"USB, RS232",AC120V,110,W,5G应用探索,https://www.5gapplicationexploration.com,,
2560x1440,2,个,"SDI, HDMI, >20Gbps",8GB,1440P,20Gbps,1440,P,80,米,30,毫秒,"USB, Ethernet",AC220V,85,W,视觉与图像处理,https://www.visualimageprocessing.com,,
7680x4320,5,个,"HDMI, DisplayPort, >100Gbps",64GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.1, RS232",AC240V,450,W,未来科技,https://www.futuretech.com,,
3840x2160,2,个,"HDMI, USB-C, >30Gbps",16GB,4K,30Gbps,2160,P,200,米,25,毫秒,"USB-C, RS232",AC220V,120,W,数字媒体,https://www.digitalmedia.com,,
2560x1080,2,个,"HDMI, USB, >12Gbps",8GB,UltraWide,12Gbps,1080,P,55,米,16,毫秒,"HDMI, Ethernet",AC110V,65,W,前沿科技,https://www.frontie-tech.com,,
1920x1080,1,个,"HDMI, SDI, >15Gbps",8GB,1080P,15Gbps,1080,P,65,米,18,毫秒,"USB, Ethernet",AC220V,80,W,科技探秘,https://www.techdiscovery.com,,
5120x2880,4,个,"USB-C, HDMI, >25Gbps",32GB,5K,25Gbps,1440,P,100,米,22,毫秒,"USB, RS232",AC110V,130,W,图像处理论坛,https://www.imageprocessforum.com,,
3840x2160,1,个,"HDMI, DisplayPort, >35Gbps",64GB,4K,35Gbps,2160,P,90,米,26,毫秒,USB 3.1,AC240V,115,W,科技前沿,https://www.techfront.com,,
1280x720,1,个,"VGA, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,30,米,15,毫秒,"RS232, USB-C",AC5V,20,W,数码之家,https://www.digitalhome.com,,
2560x1080,2,个,"HDMI, USB, >15Gbps",10GB,UltraWide,15Gbps,1080,P,45,米,19,毫秒,"HDMI, Ethernet",AC110V,90,W,硬件新闻,https://www.hardwarenews.com,,
1920x1080,2,个,"HDMI, USB, >10Gbps",32GB,1080P,10Gbps,1080,P,60,米,22,毫秒,USB-C,AC220V,75,W,设备追踪,https://www.equipmenttracking.com,,
5120x2880,1,个,"USB, HDMI, >30Gbps",64GB,5K,30Gbps,1440,P,120,米,35,毫秒,USB 3.1,AC240V,150,W,未来视界,https://www.futurevision.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",8GB,1080P,10Gbps,1080,P,50,米,12,毫秒,"HDMI, RS232",AC220V,70,W,技术观察,https://www.techwitness.com,,
3840x2160,3,个,"USB-C, HDMI, >25Gbps",16GB,4K,25Gbps,2160,P,150,米,30,毫秒,USB 3.0,AC220V,100,W,高清视频网,https://www.hdvideo.com,,
2560x1440,2,个,"HDMI, Ethernet, >15Gbps",8GB,1440P,15Gbps,1440,P,80,米,18,毫秒,"VGA, HDMI",AC5V,50,W,未来科技,https://www.futuretech.com,,
7680x4320,4,个,"SDI, HDMI, >90Gbps",32GB,8K,90Gbps,4320,P,400,米,40,毫秒,"USB 3.1, RS232",AC240V,450,W,超高清科技网,https://www.uhdtech.com,,
3840x1600,2,个,"HDMI, USB-C, >20Gbps",16GB,WQHD,20Gbps,1600,P,60,米,20,毫秒,HDMI,AC110V,85,W,科技日报,https://www.sciencedaily.com,,
1280x720,1,个,"HDMI, VGA, >8Gbps",4GB,720P,8Gbps,480,P,25,米,15,毫秒,"USB, RS232",AC5V,30,W,数码科技,https://www.digitaltechnology.com,,
1440x2560,3,个,"HDMI, USB, >12Gbps",12GB,QHD,12Gbps,1440,P,90,米,19,毫秒,"VGA, USB-C",AC220V,60,W,智能硬件,https://www.smarthardware.com,,
5120x1440,2,个,"HDMI, Ethernet, >18Gbps",32GB,Super UltraWide,18Gbps,1440,P,200,米,28,毫秒,USB 3.0,AC240V,120,W,新兴科技,https://www.emergingtech.com,,
3840x2160,1,个,"HDMI, USB-C, >20Gbps",8GB,4K,20Gbps,2160,P,120,米,23,毫秒,"HDMI, RS232",AC110V,75,W,数字视频世界,https://www.digitalvideoworld.com,,
1680x1050,1,个,"HDMI, USB, >7Gbps",4GB,WSXGA+,7Gbps,1050,P,30,米,14,毫秒,USB 2.0,AC220V,45,W,多媒体论坛,https://www.multimediaforum.com,,
5120x3200,4,个,"USB-C, HDMI, >30Gbps",64GB,5K,30Gbps,3200,P,100,米,27,毫秒,"USB, RS232",AC240V,200,W, VR科技,https://www.vrtechnology.com,,
2560x1080,2,个,"HDMI, Ethernet, >10Gbps",16GB,UltraWide,10Gbps,1080,P,150,米,22,毫秒,"USB-C, HDMI",AC110V,67,W,视频时代,https://www.videospace.com,,
1920x1080,6,个,"HDMI, SDI, >15Gbps",16GB,1080P,15Gbps,1080,P,60,米,17,毫秒,"USB-C, VGA",AC220V,90,W,未来电视,https://www.futuretv.com,,
3840x2160,2,个,"HDMI, Ethernet, >35Gbps",32GB,4K,35Gbps,2160,P,200,米,24,毫秒,"USB 3.1, RS232",AC220V,110,W,电子媒体,https://www.electronicmedia.com,,
1920x1080,3,个,"HDMI, USB, >10Gbps",12GB,1080P,10Gbps,1080,P,50,米,20,毫秒,USB-C,AC220V,75,W,科技日报,https://www.stdaily.com,,
3840x2160,4,个,"HDMI, DisplayPort, >30Gbps",32GB,4K,30Gbps,2160,P,150,米,28,毫秒,Ethernet,AC110V,100,W,高清视频技术,https://www.videotech.com,,
2560x1440,2,个,"HDMI, USB-C, >15Gbps",16GB,1440P,15Gbps,1440,P,60,米,22,毫秒,"USB, RS232",AC220V,90,W,数码之家,https://www.digitalhome.com,,
7680x4320,6,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,USB 3.1,AC240V,500,W,技术前沿,https://www.techfrontier.com,,
5120x2880,5,个,"USB, HDMI, >40Gbps",64GB,5K,40Gbps,2880,P,80,米,30,毫秒,"USB-C, RS232",AC220V,200,W,图像技术,https://www.imagingtech.com,,
3480x2160,1,个,"HDMI, VGA, >25Gbps",16GB,4K,25Gbps,2160,P,120,米,18,毫秒,"HDMI, USB",AC110V,85,W,数码资讯,https://www.digitalnews.com,,
1920x1080,2,个,"HDMI, Ethernet, >20Gbps",8GB,1080P,20Gbps,1080,P,95,米,12,毫秒,USB,AC220V,65,W,数字视频,https://www.digitalvideo.com,,
3840x2160,3,个,"HDMI, SDI, >25Gbps",24GB,4K,25Gbps,2160,P,110,米,21,毫秒,"Ethernet, RS232",AC240V,110,W,数字创意网,https://www.digitalcreative.com,,
2560x1440,1,个,"VGA, HDMI, >8Gbps",4GB,1440P,8Gbps,1440,P,45,米,16,毫秒,HDMI,AC5V,30,W,科研前沿,https://www.scientificfrontier.com,,
1280x720,1,个,"USB, AV, >3Gbps",2GB,720P,3Gbps,480,P,25,米,14,毫秒,USB,AC5V,15,W,电子产品网,https://www.electronicproducts.com,,
3840x2160,4,个,"HDMI, Type-C, >40Gbps",64GB,4K,40Gbps,2160,P,130,米,20,毫秒,"USB-C, Ethernet",AC220V,150,W,未来科技,https://www.futuretech.com,,
640x480,1,个,"USB, HDMI, >2Gbps",1GB,480P,2Gbps,480,P,10,米,30,毫秒,USB,AC5V,10,W,初创科技,https://www.startuptech.com,,
3840x2160,2,个,"HDMI, DisplayPort, >25Gbps",16GB,4K,25Gbps,2160,P,150,米,30,毫秒,USB-C,AC220V,105,W,科技日报,https://www.stdaily.com,,
1920x1080,1,个,"USB, HDMI, >15Gbps",8GB,1080P,15Gbps,1080,P,55,米,20,毫秒,"RS232, Ethernet",AC100V,50,W,电子技术应用,https://www.electronapp.com,,
2560x1440,2,个,"HDMI, S-Video, >20Gbps",12GB,1440P,20Gbps,1440,P,40,米,22,毫秒,"USB, HDMI",AC240V,75,W,影像技术网,https://www.imagingtech.com,,
7680x4320,4,个,"Fiber, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,45,毫秒,"Fiber, USB 3.1",AC240V,500,W,虚拟现实世界,https://www.vrworld.com,,
5120x2880,3,个,"USB-C, Thunderbolt, >40Gbps",32GB,5K,40Gbps,2880,P,80,米,28,毫秒,"USB-C, RS232",AC110V,145,W,科技前沿,https://www.techfrontiers.com,,
3840x2160,1,个,"HDMI, USB, >25Gbps",8GB,4K,25Gbps,2160,P,75,米,27,毫秒,"USB, HDMI",AC220V,90,W,未来技术,https://www.futuretech.com,,
6400x3600,3,个,"HDMI, Ethernet, >50Gbps",64GB,6K,50Gbps,3600,P,200,米,50,毫秒,"USB 3.1, RS232",AC240V,350,W,专业视频设备,https://www.provideotech.com,,
1280x720,2,个,"USB, VGA, >10Gbps",4GB,720P,10Gbps,720,P,60,米,18,毫秒,"HDMI, RS232",AC9V,30,W,黑科技,https://www.blacktechnology.com,,
2560x1080,2,个,"HDMI, USB-C, >15Gbps",32GB,UltraWide,15Gbps,1080,P,160,米,33,毫秒,"VGA, HDMI",AC120V,85,W,视频科技,https://www.videotechnology.com,,
1920x1080,1,个,"HDMI, Ethernet, >12Gbps",8GB,1080P,12Gbps,1080,P,40,米,19,毫秒,"USB-C, RS232",AC220V,70,W,数码时代,https://www.digitalage.com,,
3840x2160,2,个,"DisplayPort, USB 3.0, >35Gbps",16GB,4K,35Gbps,2160,P,90,米,26,毫秒,"HDMI, USB-C",AC220V,110,W,视界在线,https://www.visualonline.com,,
1280x720,2,个,"HDMI, VGA, >8Gbps",4GB,720P,8Gbps,720,P,35,米,16,毫秒,"RS232, USB",AC5V,25,W,极客视频,https://www.geekvideo.com,,
3840x2160,3,个,"HDMI, Ethernet, >35Gbps",32GB,4K,35Gbps,2160,P,120,米,32,毫秒,"USB 3.0, HDMI",AC220V,135,W,新科技,https://www.newtech.com,,
2560x1440,4,个,"HDMI, USB-C, >20Gbps",16GB,1440P,20Gbps,1440,P,85,米,29,毫秒,"USB-C, Ethernet",AC220V,95,W,数码英才,https://www.digitaltalent.com,,
1920x1080,2,个,"Hdmi, USB, >18Gbps",16GB,1080P,18Gbps,1080,P,60,米,14,毫秒,"USB-C, RS232",AC110V,75,W,科技新闻,https://www.technews.com,,
3840x2160,3,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,30,毫秒,"Ethernet, USB 3.0",AC220V,150,W,未来技术,https://www.futuretech.com,,
2560x1440,2,个,"HDMI, VGA, >10Gbps",8GB,1440P,10Gbps,1440,P,50,米,20,毫秒,"USB, HDMI",AC110V,80,W,视频科技,https://www.videotechnology.com,,
7680x4320,6,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,"USB 3.1, Thunderbolt",AC240V,600,W,高科技界,https://www.hightechworld.com,,
5120x2880,4,个,"USB-C, HDMI, >35Gbps",64GB,5K,35Gbps,2880,P,80,米,23,毫秒,"HDMI, USB-C",AC220V,200,W,视频开发者,https://www.videodeveloper.com,,
1280x720,1,个,"HDMI, Type-C, >6Gbps",4GB,720P,6Gbps,480,P,20,米,12,毫秒,"USB, RS232",AC5V,18,W,数码评测,https://www.digitalreviews.com,,
1920x1200,2,个,"HDMI, USB, >12Gbps",8GB,WUXGA,12Gbps,1200,P,55,米,18,毫秒,"USB-C, VGA",AC110V,70,W,显示技术,https://www.displaytechnology.com,,
3840x2160,3,个,"Ethernet, HDMI, >45Gbps",64GB,4K,45Gbps,2160,P,200,米,28,毫秒,"USB, SDI",AC240V,140,W,视频国际,https://www.videointernational.com,,
2560x1080,1,个,"HDMI, USB, >15Gbps",16GB,UltraWide,15Gbps,1080,P,50,米,16,毫秒,"VGA, HDMI",AC110V,85,W,图像科技,https://www.imagetechnology.com,,
1280x720,1,个,"HDMI, USB, >5Gbps",4GB,720P,5Gbps,480,P,25,米,15,毫秒,USB 3.0,AC5V,20,W,软件开发者,https://www.softwaredeveloper.com,,
720x480,1,个,"VGA, HDMI, >3Gbps",2GB,SD,3Gbps,480,P,10,米,10,毫秒,USB,AC5V,15,W,视频教学,https://www.videoteaching.com,,
1920x1080,1,个,"HDMI, SDI, >14Gbps",8GB,1080P,14Gbps,1080,P,75,米,21,毫秒,"VGA, HDMI",AC110V,50,W,影音技术,https://www.audiovideotech.com,,
3840x2160,1,个,"HDMI, USB, >38Gbps",32GB,4K,38Gbps,2160,P,95,米,33,毫秒,"USB-C, RS232",AC220V,130,W,数字时代,https://www.digitalera.com,,
1920x1080,2,个,"USB-C, HDMI, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,30,毫秒,"USB, Ethernet",AC220V,75,W,科技早报,https://www.techdaily.com,,
3840x2160,1,个,"HDMI, SDI, >25Gbps",32GB,4K,25Gbps,2160,P,100,米,20,毫秒,"HDMI, USB-C",AC120V,85,W,未来科技,https://www.futuretech.com,,
7680x4320,6,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,USB 3.1,AC240V,750,W,视频技术分析,https://www.videotechreview.com,,
2560x1440,3,个,"HDMI, Type-C, >15Gbps",32GB,1440P,15Gbps,1440,P,80,米,22,毫秒,"HDMI, RS232",AC110V,90,W,技术前瞻,https://www.techfront.com,,
1920x1080,2,个,"HDMI, USB, >12Gbps",16GB,1080P,12Gbps,1080,P,60,米,28,毫秒,"USB, Ethernet",AC220V,70,W,数字媒体平台,https://www.digitalmediaplatform.com,,
3840x2160,3,个,"HDMI, Ethernet, >35Gbps",16GB,4K,35Gbps,2160,P,150,米,18,毫秒,"USB-C, RS232",AC220V,110,W,科技先锋,https://www.techpioneer.com,,
5120x2880,4,个,"USB-C, HDMI, >40Gbps",32GB,5K,40Gbps,2880,P,70,米,20,毫秒,"USB, HDMI",AC220V,100,W,高端技术,https://www.hightendtech.com,,
1280x720,1,个,"HDMI, VGA, >5Gbps",4GB,720P,5Gbps,480,P,20,米,15,毫秒,RS232,AC5V,20,W,数码行业资讯,https://www.digitalindustrynews.com,,
3840x1600,2,个,"HDMI, USB, >15Gbps",8GB,4K,15Gbps,1600,P,90,米,30,毫秒,"HDMI, USB-C",AC110V,65,W,电子消费品,https://www.electronicconsumers.com,,
2560x1080,2,个,"HDMI, Ethernet, >20Gbps",16GB,UltraWide,20Gbps,1080,P,130,米,34,毫秒,"USB 3.0, HDMI",AC220V,95,W,数字影像技术,https://www.digitalimagetech.com,,
7680x4320,5,个,"HDMI, USB-C, >90Gbps",64GB,8K,90Gbps,4320,P,300,米,45,毫秒,"Ethernet, RS232",AC240V,450,W,高清图像,https://www.highdefimages.com,,
1280x720,1,个,"HDMI, USB, >8Gbps",8GB,720P,8Gbps,480,P,25,米,17,毫秒,RS232,AC5V,18,W,数字生活,https://www.digitallife.com,,
3840x2160,2,个,"HDMI, SDI, >30Gbps",32GB,4K,30Gbps,2160,P,200,米,23,毫秒,"HDMI, USB",AC220V,120,W,未来设备,https://www.futuredevices.com,,
2560x1440,2,个,"HDMI, USB-C, >20Gbps",16GB,1440P,20Gbps,1440,P,100,米,29,毫秒,"Ethernet, USB",AC110V,85,W,视听科技,https://www.audiovisiontech.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",8GB,1080P,10Gbps,1080,P,60,米,22,毫秒,"USB-C, HDMI",AC110V,85,W,科技新闻,https://www.technews.com,,
2560x1440,2,个,"SDI, HDMI, >12Gbps",16GB,1440P,12Gbps,1440,P,80,米,19,毫秒,"RS232, USB",AC220V,90,W,数码爱好者,https://www.digifans.com,,
3840x2160,3,个,"HDMI, Ethernet, >25Gbps",32GB,4K,25Gbps,2160,P,120,米,30,毫秒,"USB 3.0, HDMI",AC240V,150,W,科技前沿,https://www.techfrontier.com,,
7680x4320,4,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,高端科技,https://www.highendtech.com,,
5120x2880,3,个,"USB-C, HDMI, >40Gbps",64GB,5K,40Gbps,2880,P,90,米,28,毫秒,"HDMI, USB-C",AC110V,200,W,影像技术,https://www.imagingtech.com,,
