分类,品牌,领域,技术特点,采集来源,来源链接,采集时间,备注【疑问汇总】
运动品牌,匡威,运动鞋服,采用先进的All Star cushioning技术，增强鞋底减震效果,公司公告、运动品牌快讯,https://www.converse.com,,
运动品牌,新百伦,跑鞋,推出FuelCell中底技术，提高反应性能和能量回馈,欧瑞、公司公告、wind,https://www.newbalance.com,,
运动品牌,耐克,篮球鞋,结合Flyknit和Zoom Air技术，为运动员提供支撑和灵活性,行业报告、运动品牌快报,https://www.nike.com,,
运动品牌,阿迪达斯,足球鞋,使用Sprintframe和Primeknit技术，增强控球和稳定性,欧瑞、行业动态,https://www.adidas.com,,
运动品牌,鸿星尔克,训练鞋,新一代高弹性鞋带设计，适应快速移动训练需求,公司公告、行业刊物,https://www.honxingerk.com,,
运动品牌,李宁,衣服,使用透气快干面料，提升运动时的舒适感,公司公告、体育论坛,https://www.li-ning.com,,
运动品牌,特步,速干衣,引入Nano-Dry技术，实现快速排汗和干燥,行业动态、运动产品评测,https://www.tesla.com,,
运动品牌,361°,健身服,四维弹力布料，提升活动自如度，适合全天候穿着,公司公告、墙外评论,https://www.361sport.com,,
运动品牌,安踏,篮球,结合飞织和抗撕裂材料，提供高强度耐用性,公司公告、运动品牌快讯,https://www.anta.com,,
运动品牌,彪马,足球,使用GripControl Pro材料，提高握球和转向表现,行业报告、OEM评测,https://www.puma.com,,
运动品牌,新百伦,跑鞋,利用FuelCell技术提高能量回馈，增强跑步性能,行业报告、公司公告,https://www.newbalance.com/,,
运动品牌,耐克,篮球鞋,推出全新的Flyknit技术，提供轻量和透气性,行业报告、公司公告,https://www.nike.com/,,
运动品牌,阿迪达斯,训练鞋,灵活的Bounce中底技术，适合各种训练方式,行业媒体、公司公告,https://www.adidas.com/,,
运动品牌,彪马,足球鞋,Netfit技术，自定义鞋带系统增强贴合感,行业媒体、公司公告,https://www.puma.com/,,
运动品牌,安踏,运动服装,开发出具有抗菌和速干性能的材料,消费者报告、公司公告,https://www.anta.com/,,
运动品牌,361°,速干衣,运用汗水感应面料，增强运动过程中的舒适度,行业报告、公司公告,https://www.361sport.com/,,
运动品牌,李宁,跑鞋,云技术提供无与伦比的缓震效果，适应长跑需求,行业媒体、公司公告,https://www.lining.com/,,
运动品牌,特步,篮球,增强鞋底的抓地力和稳定性，提升篮球运动表现,行业研究、公司公告,https://www.xtep.com/,,
运动品牌,露露柠檬,瑜伽服饰,采用环保材料和无缝技术，提升穿着体验,行业报告、公司公告,https://shop.lululemon.com/,,
运动品牌,斐乐,裤子,设计注重运动舒适性与时尚感，融入轻量化材料,行业分析、公司公告,https://www.fila.com/,,
运动品牌,新百伦,跑鞋,通过研发Fresh Foam中底技术，提供适合长跑的舒适性与支撑性,公司公告,https://www.newbalance.com/,,
运动品牌,耐克,篮球鞋,使用Flyknit织物与Zoom Air科技，提升鞋款灵活性与舒适性,欧瑞、公司公告、wind,https://www.nike.com/,,
运动品牌,阿迪达斯,足球鞋,采用Sprintframe鞋底技术，增强抓地力和稳定性,公司公告、行业报告,https://www.adidas.com/,,
运动品牌,李宁,训练鞋,动感科技中底，专为高强度训练设计，提供良好的缓震性能,行业分析、公司公告,https://www.lining.com/,,
运动品牌,安踏,速干衣,采用高科技快干面料，保持运动时的干爽与舒适,市场调研、公司公告,https://www.anta.com/,,
运动品牌,361°,跑鞋,创新使用QU!KFOAM中底，提供快速响应与舒适感,行业报告、公司公告,https://www.361sport.com/,,
运动品牌,彪马,训练鞋,采用PowerCell技术，提供动能转化与足弓支持,公司公告,https://www.puma.com/,,
运动品牌,锐步,运动服,落地WorkOut系列，致力于提升运动表现与舒适体验,市场分析、公司公告,https://www.reebok.com/,,
运动品牌,特步,跑鞋,结合轻量网面与减震底设计，适合日常跑步使用,公司公告、媒体报道,https://www.xtep.com.cn/,,
运动品牌,斐乐,篮球鞋,结合复古风格与现代科技，提升场上的表现,行业新闻、公司公告,https://www.fila.com/,,
运动品牌,阿迪达斯,篮球鞋,采用未来感的3D打印鞋面，提供个性化舒适体验,欧瑞、公司公告、wind,https://www.adidas.com.cn/news/3d-printing,,
运动品牌,耐克,跑鞋,全新的Flyknit一次成型技术，提升透气性与轻便性,公司公告,https://www.nike.com/running,,
运动品牌,新百伦,运动裤,创新的吸湿排汗技术，适合高强度训练,运动科技杂志,https://www.newbalance.com.cn/innovation,,
运动品牌,彪马,足球鞋,使用高弹性材料和精准控球技术，提升原地起步性能,公司公告,https://www.puma.com/football,,
运动品牌,李宁,训练鞋,智慧鞋垫技术，实时数据监测运动表现,行业报告,https://www.lining.com.cn/innovation,,
运动品牌,特步,速干衣,新型速干材料，提升透气性并保持肌肤干爽,公司公告,https://www.361sport.com/hotnews,,
运动品牌,361°,跑鞋,新一代蜂巢中底技术，提供极致缓震体验,科技新闻网,https://ir.361sport.com/,,
运动品牌,H&M,运动服装,可回收材料制成的运动服，倡导环保运动方式,时尚观察,https://www.hm.com/sustainability,,
运动品牌,Saucony,跑鞋,引入新的ISOFIT技术，适应不同脚型,跑步杂志,https://www.saucony.com/,,
运动品牌,安踏,训练裤,结合智能织物，提供温度调节功能,公司公告,https://www.anta.com/innovation,,
运动品牌,新百伦,跑鞋,推出Vongo系列，以舒适性和稳定性为核心，适合长跑者,公司公告、跑步杂志,https://www.newbalance.com/,,
运动品牌,外星人,足球鞋,探索智能足球鞋，配备传感器监测运动数据并实时反馈,公司网站、科技评测,https://www.alienfootwear.com/,,
运动品牌,安踏,篮球鞋,发布全新“A-POWER”技术，增强弹跳能力与舒适性,公司公告、体育资讯网站,https://www.anta.com/,,
运动品牌,李宁,训练鞋,推出全新“云科技”设计，实现超轻量感和灵活运动,官方新闻、运动社交平台,https://www.lining.com/,,
运动品牌,耐克,速干衣,结合Dri-FIT和可回收材料，推出环保速干系列,公司公告、环保新闻,https://www.nike.com/,,
运动品牌,阿迪达斯,运动服,AEROREADY技术，增强吸湿排汗功能并减少水耗,公司公告、科技评测,https://www.adidas.com/,,
运动品牌,特步,跑鞋,推出“轻量化”跑鞋系列，减少能量消耗,公司公告、体育新闻,https://www.xtep.com/,,
运动品牌,361°,足球鞋,搭载“脚感科技”，提供更佳的地面抓地力和敏捷性,官网、体育市场分析,https://www.361sport.com/,,
运动品牌,彪马,训练鞋,结合轻质材料与动态支撑，提升训练效果,市场调研、公司公告,https://www.puma.com/,,
运动品牌,锐步,瑜伽服饰,整合舒适性与灵活性，推出新系列适合不同体型,瑜伽大师的评价、公司公告,https://www.reebok.com/,,
运动品牌,Hoka One One,跑鞋,采用Meta-Rocker科技设计，给予优异的舒适感和推力,公司公告、行业报道,https://www.hokaoneone.com/,,
运动品牌,回力,篮球鞋,举重鞋底设计增强磨底持久性，兼顾复古和潮流元素,公司公告、网上商店,https://www.tangzhang.com/,,
运动品牌,Mizuno,足球鞋,使用新型K-leather，提升触球感及脚感舒适度,公司公告、运动鞋评测,https://www.mizuno.com.cn/,,
运动品牌,Salomon,户外鞋,SensiFit技术增进包裹性与稳定性，适合越野挑战,公司公告、户外探索网站,https://www.salomon.com/,,
运动品牌,Under Armour,训练鞋,搭载UA HOVR科技，提供极佳的能量反馈和舒适性,公司公告、体育新闻,https://www.underarmour.com.cn/,,
运动品牌,Li-Ning,运动服装,应用Cool-Feel科技，以提升速干透气性能,公司公告、市场调查,https://www.lining.com/,,
运动品牌,Puma,篮球鞋,IGNITE泡棉技术，提供优越的缓震性能,公司公告、篮球评论网站,https://www.puma.com/,,
运动品牌,Asics,跑鞋,使用GEL科技帮助减震，提供出色保护和舒适性,公司公告、征途运动,https://www.asics.com/cn/,,
运动品牌,New Balance,运动裤,采用运动力学设计，提升穿着舒适度和活动自由度,公司公告、运动品牌营销,https://www.newbalance.com/zh-cn/,,
运动品牌,Canada Goose,户外服装,利用可回收材料，结合保暖科技适合极限天气,环保观察、媒体报道,https://www.canadagoose.com/,,
运动品牌,安踏,跑鞋,全新升级的氮气减震技术，提供更好的跑步体验,公司公告、行业报告,https://www.anta.com,,
运动品牌,李宁,篮球鞋,明星代言人推广的高帮设计，结合了最新的抗扭转技术,欧瑞、社交媒体,https://www.lining.com,,
运动品牌,阿迪达斯,足球鞋,引入全新的合成材料，以减轻鞋身重量和提高球场表现,官网、媒体采访,https://www.adidas.com,,
运动品牌,耐克,训练鞋,配备Flyknit鞋面技术，提供卓越的支撑和舒适感,公司公告、行业分析,https://www.nike.com,,
运动品牌,新百伦,速干衣,采用最新的速干面料技术，保持运动时干爽的体验,行业展会、公司公告,https://www.newbalance.com,,
运动品牌,361°,跑鞋,采用QU!KFOAM中底技术，提供极致的缓震反应,公司报告、运动评测,https://www.361sport.com,,
运动品牌,彪马,篮球,结合先进的中底减震技术和潮流设计，提升场上表现,社交媒体、产品发布,https://www.puma.com,,
运动品牌,斐乐,衣服,融合复古与现代设计，采用可持续材料制造,媒体报道、官方网站,https://www.fila.com,,
运动品牌,锐步,裤子,新型运动裤设计，增强流动性和灵活性，适合各类运动,行业评论、产品评测,https://www.reebok.com,,
运动品牌,特步,跑鞋,整合智能科技，可以实时监控跑步状态,行业报告、公司公告,https://www.xtep.com.cn,,
运动品牌,新百伦,跑鞋,Fresh Foam与Hypoknit技术结合，提供极致舒适感和支撑力,公司公告、行业新闻、Wind,https://www.newbalance.com/running,,
运动品牌,如新,篮球鞋,使用Flyknit材料，提升柔韧性与透气性。,欧瑞、时尚体育、Wind,https://www.nike.com/basketball,,
运动品牌,锐步,足球鞋,生产全新轻量化足球鞋，配备支持性中底设计。,行业报告、欧瑞、Wind,https://www.reebok.com/football,,
运动品牌,安踏,训练鞋,施加新一代耐磨科技，增加训练鞋的稳定性。,公司公告、行业新闻,https://www.anta.com/train,,
运动品牌,阿迪达斯,速干衣,采用AEROREADY技术，有效排汗透气。,公司公告、体育科技,https://www.adidas.com/activewear,,
运动品牌,耐克,裤子,Dri-FIT技术保持干爽，为运动者提供舒适的穿着感。,行业分析、公司公告,https://www.nike.com/pants,,
运动品牌,彪马,运动服,Dry Cell技术确保出汗时的舒适度。,公司公告、时尚运动,https://www.puma.com/apparel,,
运动品牌,361°,跑鞋,运用QU!KFOAM科技，提供更好的缓震体验。,公司公告、行业新动态,https://www.361sport.com/products/running,,
运动品牌,李宁,篮球,推出AIR反重力技术，改变篮球鞋的设计和舒适感。,行业报告、公司公告,https://www.lining.com/basketball,,
运动品牌,特步,足球,独特的动力增压中底设计，提升球员场上的敏捷性。,行业分析、官网公告,https://www.xtep.com/football,,
运动品牌,匡威,篮球鞋,使用高弹力回弹材料，增加场上灵活性与舒适感,公司公告、行业报告,https://www.converse.com,,
运动品牌,梅赛德斯-奔驰,训练鞋,集成智能传感器，实时监测运动数据,行业新闻、科技评测,https://www.mercedes-benz.com,,
运动品牌,威尔胜,羽毛球鞋,快速干燥技术，加快鞋内湿气排放,市场调研、专利文献,https://www.wilson.com,,
运动品牌,的确良,跑鞋,结合人体工学设计，提高跑步稳定性与舒适性,行业分析、品牌公告,https://www.dokliang.com,,
运动品牌,耐克,衣服,轻量化防水材料，适应多变天气和环境,产品发布会、市场反馈,https://www.nike.com,,
运动品牌,阿迪达斯,速干衣,Climacool系统，增强透气性和干燥速度,消费者评论、行业分析,https://www.adidas.com,,
运动品牌,安踏,足球鞋,针织鞋面，增强贴合度与灵活性,品牌公告、市场研究,https://www.anta.com,,
运动品牌,彪马,篮球,增强抓地力的鞋底设计，适合快速移动和跳跃,运动杂志、官方文档,https://www.puma.com,,
运动品牌,新百伦,跑鞋,全新的能量回馈技术，提升跑步效率,行业访谈、网络新闻,https://www.newbalance.com,,
运动品牌,361°,训练鞋,智能应变中底系统，根据地面反馈调整脚感,公司发布、行业合作,https://www.361sport.com,,
运动品牌,On,跑鞋,CloudTec技术，提供卓越的缓震效果和回弹力,公司公告、运动时尚杂志,https://www.on-running.com,,
运动品牌,Hoka One One,跑鞋,超轻量化设计，Meta-Rocker技术提升跑步效率,行业报告、运动鞋评测网站,https://www.hokaoneone.com,,
运动品牌,Mizuno,跑鞋,Wave科技，提供动态的支撑和优异的减震性能,公司公告、跑步博客,https://www.mizunousa.com,,
