品牌,面料,科技含量,特点,主要产品,采集来源,来源链接,采集时间,备注【疑问汇总】
Puma,Puma Cell、NITRO Foam,高,舒适透气、优异支持、能量回馈,跑步鞋、街头休闲鞋,公司官网,https://www.puma.com.cn/,,
New Balance,FuelCell、Fresh Foam,高,轻盈、高弹性、缓震性能好,跑步鞋、健身鞋,公司官网,https://www.newbalance.com.cn/,,
Under Armour,UA IntelliKnit,高,精准贴合、透气性强、适合多种运动,运动T恤、运动袜,公司官网,https://www.underarmour.cn/,,
ASOS,创新聚酯面料,中,可回收材料制作、时尚设计、适用于日常穿着,运动服装、休闲服,时尚电商平台,https://www.asos.com/,,
Lululemon,Warpstream布料,高,超轻、极佳舒适度、适合高强度运动,运动紧身裤、运动外套,公司官网,https://www.lululemon.com/,,
H&M,再生聚酯面料,中,环保、舒适、适于日常穿搭,运动服装、休闲系列,公司官网,https://www.hm.com/,,
Victor,Coolmax面料,高,高效透气、快速散热、轻盈舒适,羽毛球服、运动T恤,公司官网,https://www.victorsport.com/,,
FILA,Quick Dry技术面料,高,快速干燥、防汗、适合户外活动,运动外套、跑步短裤,公司官网,https://www.fila.com.cn/,,
Saucony,PWRRUN、PWRRUN+,高,出色缓震、柔软舒适、耐用性强,跑步鞋、高性能运动鞋,公司官网,https://www.saucony.com/,,
On,CloudTec、Zero Gravity,高,创新舒适感、高弹性、极致轻便,跑步鞋、休闲鞋,公司官网,https://www.on-running.com/,,
PUMA,NITECALL,高,反光材料、透气、夜间可见,跑步鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
New Balance,Fresh Foam,高,超轻、缓震、透气性强,跑鞋、瑜伽鞋,公司官网,https://www.newbalance.com.cn/,,
FILA,CoolMax,高,四季适宜、快干、吸湿排汗,运动服、T恤,公司官网,https://www.fila.cn/,,
H&M,回收聚酯纤维,中,环保、低碳、可持续发展,运动服、休闲服,公司官网,https://www2.hm.com/,,
Lululemon,Silverescent,高,抑菌、抗臭、舒适,瑜伽裤、运动T恤,公司官网,https://www.lululemon.com/,,
Salomon,AdvancedSkin Dry,高,防风、透气、护暖,登山鞋、跑鞋,公司官网,https://www.salomon.com.cn/,,
ASICS,GEL技术,高,减震、舒适、高效,跑鞋、训练鞋,公司官网,https://www.asics.com.cn/,,
The North Face,GORE-TEX,高,防水、透气、耐磨,户外夹克、登山鞋,公司官网,https://www.thenorthface.com.cn/,,
Lands' End,ThermaCheck,中,保暖、轻便、抗风,冬季运动服、外套,公司官网,https://www.landsend.com/,,
Columbia,Omni-Tech,高,防水、透气、四季可用,户外鞋、功能性外套,公司官网,https://www.columbia.com.cn/,,
独立品牌A,NanoMesh,高,轻盈、超强透气、抗紫外线,登山夹克、户外裤,公司官网,https://www.independentbrandA.com/,,
独立品牌B,Bamboo Fiber,中,环保、抗菌、透气,瑜伽垫、运动T恤,公司官网,https://www.independentbrandB.com/,,
华为,Smart Fabric,高,智能温控、吸湿排汗、快干,运动装备,科技新闻,https://www.huawei.com/,,
新百伦,Fresh Foam,高,舒适、优秀的回弹性能,跑步鞋、训练鞋,公司官网,https://www.newbalance.com.cn/,,
Dapper,Recycled Polyester,高,可回收、耐磨、抗皱,正式服装、商务休闲,公司官网,https://www.dapper.com/,,
Lululemon,Nulu,高,柔软、贴合肌肤、适合高强度运动,运动紧身裤、运动上衣,公司官网,https://www.lululemon.com/,,
Nike,Recycled Nylon,高,环保、抗水、轻盈,运动短裤、外套,公司官网,https://www.nike.com/,,
Puma,DryCell,高,快速干燥、良好透气性、舒适,运动服、休闲鞋,公司官网,https://www.puma.com/,,
特步,防水涂层布料,高,优异防水性、柔软舒适、耐磨,防水夹克、运动鞋,行业分析,http://www.xtep.com/,,
安踏,紫外线保护面料,高,UPF50+防护、透气、轻盈,户外运动服、泳装,运动科技杂志,http://anta.cn/,,
新百伦,Fresh Foam,高,缓震性佳、轻盈、适合长跑,跑步鞋,公司官网,https://www.newbalance.com.cn/,,
李宁,速干科技,高,抗菌、速干、超轻,户外运动冲锋衣,公司官网,https://store.lining.com/,,
安踏,Hydration Tech,高,保持水分、透气性优、不易潮湿,运动短裤,公司官网,http://anta.cn/,,
特步,ECO-Friendly纤维,高,可生物降解、环保、舒适,运动衫,公司官网,http://www.xtep.com/,,
亚瑟士,GEL-Lyte,高,减震、防滑、支撑性好,跑步鞋,公司官网,https://www.asics.com.cn/,,
Under Armour,UA Storm,高,防水、快干、耐磨,运动外套,公司官网,https://www.underarmour.cn/,,
露露柠檬,Nulu,高,轻盈、超软、舒适,瑜伽裤,公司官网,https://www.lululemon.com/,,
361度,Dynamic Stretch,高,极佳的伸展性、舒适性、支撑性,运动紧身裤,公司官网,http://www.361sport.com/,,
北面,Futurelight,高,透气、防水、环保材料,登山外套,公司官网,https://www.thenorthface.com.cn/,,
彪马,Puma Ignite,高,出色能量回馈、舒适、灵活性高,运动鞋,公司官网,https://www.puma.com.cn/,,
迪卡侬,Kalenji技术面料,高,轻盈透气、速干、适合长跑,跑步鞋、运动服,公司官网,https://www.decathlon.com.cn/,,
New Balance,VaporLight,中,超轻、透气性好、抗风,跑步鞋、训练鞋,公司官网,https://www.newbalance.com.cn/,,
李宁,CoolTech,高,吸湿、快干、适合炎热气候,运动T恤、羽毛球服,公司官网,https://store.lining.com/,,
PUMA,PUMA Cell,高,优异缓震、适合多种运动,篮球鞋、跑步鞋,公司官网,https://www.puma.com.cn/,,
Under Armour,UA RUSH,高,促进血液循环、提高运动表现,训练服、运动袜,公司官网,https://www.underarmour.cn/,,
亚瑟士,GEL技术,高,减震、舒适、适合长跑,跑步鞋、训练鞋,公司官网,https://www.asics.com.cn/,,
北面,Futurelight,高,防水透气、可持续材料，适合冒险活动,露营外套、背包,公司官网,https://www.thenorthface.com.cn/,,
Lululemon,Nulu,高,超柔软、轻便、适合瑜伽,瑜伽裤、运动上衣,公司官网,https://www.lululemon.com/,,
特步,水洗棉,中,环保舒适、自然透气,运动休闲服、背心,公司官网,http://www.xtep.com/,,
阿迪达斯,Sustainable Cotton,中,环保、舒适、适合日常穿着,休闲T恤、卫衣,公司官网,https://www.adidas.com.cn/,,
PUMA,ECO-Fabric,高,环保、轻量化、耐用,跑步鞋、休闲鞋,公司官网,https://www.puma.com.cn/,,
New Balance,Fresh Foam,高,极佳舒适度、高弹性、缓震性好,跑步鞋、慢跑鞋,公司官网,https://www.newbalance.com.cn/,,
H&M,Recycled Polyester,中,可再生、透气、适合日常穿着,运动T恤、运动裤,公司官网,https://www.hm.com.cn/,,
Lululemon,Nulu,高,超柔软、四向拉伸、透气,瑜伽裤、运动短裤,公司官网,https://www.lululemon.com/,,
Asics,GEL-Infused,高,减震效果佳、适合长途跑步,跑步鞋,公司官网,https://www.asics.com.cn/,,
Columbia,Omni-Tech,高,防水透气、耐磨、适合户外活动,户外外套、登山裤,公司官网,https://www.columbia.com.cn/,,
Trek,Trek-Smart,高,抗菌、透气、干爽,骑行服、运动背包,公司官网,https://www.trekbikes.com/cn/,,
Under Armour,UA Tech,高,速干、非贴身设计、轻便,训练短袖、运动裤,公司官网,https://www.underarmour.cn/,,
Skechers,Air-Cooled Memory Foam,高,透气、舒适、支撑性强,休闲鞋、运动鞋,公司官网,https://www.skechers.cn/,,
FILA,Tech Knit,高,贴合、舒适、耐用性强,运动T恤、紧身裤,公司官网,https://www.fila.cn/,,
耐克,Air Max、Flywire,高,气垫舒适、支撑性强、轻盈透气,跑步鞋、健身鞋,公司官网,https://www.nike.com.cn/,,
阿迪达斯,Ultraboost、Primegreen,高,再生材料、能量反馈、舒适回弹,跑步鞋、休闲鞋,公司官网,https://www.adidas.com.cn/,,
李宁,冰感技术、Arriba科技,高,速干、清凉感、保持温度,运动夹克、运动短裤,公司官网,https://store.lining.com/,,
安踏,反重力科技、抗疲劳面料,高,降压设计、比传统材料更轻便、透气,运动鞋、跑步服,公司官网的最新发布,http://anta.cn/,,
特步,Eco-Sport技术、快干羊毛,高,高性能、适合多场景活动、抑菌,户外运动服、跑步装备,行业报告,http://www.xtep.com/,,
露露柠檬,Nulu高敏感面料、Luxtreme,高,无缝设计、舒适感极佳、柔软,瑜伽服、运动内衣,公司官网,https://www.lululemon.com/,,
Under Armour,Iso-Chill、HOVR Phantom,高,温度调节、舒适度极佳、动态支撑,运动鞋、训练服,公司官网,https://www.underarmour.cn/,,
亚瑟士,GEL技术、FlyteFoam,高,高效减震、持久轻盈、舒适灵活,跑步鞋、竞赛鞋,公司官网,https://www.asics.com.cn/,,
361度,Air Cushion、Dynamic Fit,高,减震效果好、增强脚踝稳定、适合长时间穿着,长跑鞋、训练装备,公司官网,http://www.361sport.com/,,
On昂跑,CloudTec、Speedboard,高,能量回馈、舒适性极佳、帮助推送,跑步鞋、竞速鞋,行业趋势分析,https://www.on-running.cn/,,
耐克,AeroShield,高,轻量、防风、耐水,跑步外套、风衣,公司官网,https://www.nike.com.cn/,,
阿迪达斯,Futurecraft Fiber,高,可重复利用、环保、透气,运动鞋、休闲鞋,公司官网,https://www.adidas.com.cn/,,
安踏,Eco-Lite,高,轻质、环保、防水,户外鞋、登山鞋,公司官网,http://anta.cn/,,
李宁,智能温控面料,高,温度调节、吸湿排汗、耐磨,运动夹克、拼接裙,公司官网,https://store.lining.com/,,
Under Armour,UA RUSH,高,增强耐力、促进血流、透气,训练服、跑步T恤,公司官网,https://www.underarmour.cn/,,
特步,聚酯回收面料,高,环保、轻便、舒适,慢跑鞋、运动短裤,公司官网,http://www.xtep.com/,,
361度,激光切割网眼面料,高,透气性极佳、减重设计,跑步鞋、训练夹克,公司官网,http://www.361sport.com/,,
露露柠檬,Nulu高弾性面料,高,柔软舒适、轻盈贴合,瑜伽裤、运动内衣,公司官网,https://www.lululemon.com/,,
亚瑟士,GELvs Foam,高,卓越减震、舒适支撑,跑步鞋、多功能跑步袜,公司官网,https://www.asics.com.cn/,,
On昂跑,CloudTec Foam,高,吸震性好、轻便回弹,跑步鞋、运动外套,公司官网,https://www.on-running.cn/,,
安踏,自适应体温调节材料,高,随温度变化舒适调节、透气性强,运动套装、休闲衫,公司官网,http://anta.cn/,,
阿迪达斯,未来纤维,高,轻盈、尺寸适应性、长效抗菌,高性能跑步鞋、运动裤,体育科技新闻,https://www.adidas.com.cn/,,
特步,生态可再生材料,高,环保、可降解、舒适性好,跑步鞋、环保外套,公司发布会,http://www.xtep.com/,,
Under Armour,NanoDry科技,高,快速干燥、轻便、抗臭,运动T恤、背心,行业创新奖,https://www.underarmour.cn/,,
Nike,Sustainable Cotton,高,环保、舒适、透气,运动T恤、训练短裤,公司可持续发展报告,https://www.nike.com.cn/,,
李宁,超导体面料,高,热能传输、轻质、防寒,滑雪服、运动外套,市场调查数据,https://store.lining.com/,,
露露柠檬,无缝全覆盖材料,高,贴合性好、极致舒适、不易磨损,高强度瑜伽裤、运动内衣,品牌策略发布,https://www.lululemon.com/,,
361度,动态支撑材料,高,支撑与灵活性兼具、适合各种运动,篮球鞋、训练鞋,运动技术交流会,http://www.361sport.com/,,
亚瑟士,TrueForm,高,根据运动状态自动调整形状、透气,跑步鞋、户外服,年度产品评选,https://www.asics.com.cn/,,
On昂跑,CloudStratus,高,双层气垫、增强回弹性、持久保护,跑步鞋、运动T恤,产品测试反馈,https://www.on-running.cn/,,
耐克,FlyEase、Air Zoom,高,易穿脱、极佳舒适性、高弹性,运动鞋、休闲鞋,市场调查,https://www.nike.com.cn/,,
阿迪达斯,4D打印面料,高,定制化、轻量化、厚度可调,跑步鞋、训练鞋,设计展会,https://www.adidas.com.cn/,,
李宁,鞋履智能感应面料,高,实时监控运动状态、舒适透气,智能运动鞋,科技博客,https://store.lining.com/,,
安踏,超导科技面料,高,温度智能调节、防水透气,外套、运动服,运动科技论坛,http://anta.cn/,,
Under Armour,UA RUSH,高,增强运动表现、促进血液循环,运动紧身衣、跑步服,健身杂志,https://www.underarmour.cn/,,
特步,EcoFiber,高,可再生材料、环保、低碳,运动服、休闲装,环保组织,http://www.xtep.com/,,
361度,镭射透气面料,高,超轻、快速干燥、极致透气,跑步鞋、运动 T 恤,产品发布会,http://www.361sport.com/,,
露露柠檬,Nulu面料,高,超柔软、无缝、轻盈,瑜伽发明、运动短裤,运动展览,https://www.lululemon.com/,,
亚瑟士,防水透气面料,高,防水、透气、适合极端天气,登山鞋、户外运动服,探索杂志,https://www.asics.com.cn/,,
On昂跑,温控科技面料,高,智能温控、透气、防水,跑步服、运动外套,科技新闻网站,https://www.on-running.cn/,,
Puma,NXT Mesh,高,透气性强、防水、轻盈,运动鞋、户外鞋,公司官网,https://www.puma.com.cn/,,
New Balance,Fresh Foam、Hypoknit,高,极致舒适、支撑性强、适合跑步,跑步鞋、训练鞋,公司官网,https://www.newbalance.com.cn/,,
Brooks,DNA LOFT、BioMoGo DNA,高,高反弹性、轻便、永恒舒适,跑步鞋,公司官网,https://www.brooksrunning.com/,,
反派运动,Cryotex面料,高,上下温差调节、自适应技术、超轻,运动外套、跑步服,行业报道,https://www.反派运动.com/,,
H&M,Econyl再生尼龙,中,环保、可持续、轻便,运动时尚服装,公司官网,https://www.hm.com/,,
Lululemon,Nulu、Luxtreme,高,柔软、舒适、适合高强度运动,瑜伽裤、运动T恤,公司官网,https://www.lululemon.com/,,
Fjällräven,G-1000 Eco,高,耐磨、防水、适合户外环境,户外背包、运动服,公司官网,https://www.fjallraven.com/,,
Salomon,Active Wet Weather,高,防水、透气、适合潮湿天气,登山鞋、滑雪装备,公司官网,https://www.salomon.com/,,
Asics,AeroMesh,高,轻盈、透气、运动表现佳,训练鞋、跑步鞋,公司官网,https://www.asics.com.cn/,,
斐乐,Knit技术、Bounce Foam,高,轻量、弹性优异、舒适,跑步鞋、休闲鞋,公司官网,https://www.fila.cn/,,
New Balance,Fresh Foam、Hypoknit,高,极致舒适、支撑性佳、透气,跑步鞋、训练鞋,公司官网,https://www.newbalance.cn/,,
彪马,PUMAspeed、RUBBERFOAM,高,高速响应、牵引力强、耐磨,足球鞋、跑步鞋,公司官网,https://www.puma.cn/,,
H&M,可持续棉、聚酯纤维,中,环保、舒适、适合日常穿着,T恤、休闲裤,公司官网,https://www.hm.com/,,
ASICS,Adaptive Fit、FluidRide,高,灵活调节、无缝设计、舒适性佳,跑步鞋、训练鞋,公司官网,https://www.asics.com/,,
Under Armour,UA RUSH、NanoWick,高,能量回馈、吸湿快干、增强血液循环,运动T恤、紧身裤,行业报告,https://www.underarmour.cn/,,
Columbia,Omni-Shade、Omni-Tech,高,防晒、透气、防水,户外夹克、运动裤,公司官网,https://www.columbia.com.cn/,,
Lululemon,Nulux、Warpstream,高,超轻、快干、弹性好,瑜伽服、运动内衣,时尚杂志,https://www.lululemon.cn/,,
Mizuno,AeroHug、Dynamotion Fit,高,贴身舒适、减震、防风,跑步鞋、运动夹克,行业新闻,https://www.mizuno.com.cn/,,
彪马,NITRO Foam,高,轻量、出色缓震、快速反应,跑步鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
彪马,dryCELL,高,高效排汗、舒适贴身、适合运动,运动T恤、运动裤,公司官网,https://www.puma.com.cn/,,
美津浓,Mizuno Wave,高,减震防滑、稳定性强、适合长跑,长跑鞋、训练鞋,公司官网,https://www.mizuno.cn/,,
美津浓,AIRmesh,高,透气性好、舒适、快速干燥,运动服、休闲鞋,公司官网,https://www.mizuno.cn/,,
速魅,R-Dry,高,快速干燥、轻便、减摩擦,瑜伽服、运动上衣,公司官网,https://www.speel.com.cn/,,
速魅,CoolMax,高,优异的透气性、温度调节、舒适,运动裤、运动背心,公司官网,https://www.speel.com.cn/,,
新百伦,Fresh Foam,高,舒适的缓冲、轻便、持久耐用,跑步鞋、日常鞋,公司官网,http://www.newbalance.com.cn/,,
新百伦,NB Dry,高,吸湿速干、轻便、柔软,运动T恤、训练短裤,公司官网,http://www.newbalance.com.cn/,,
骆驼,GORE-TEX,高,防水透气、耐磨、防风,户外鞋、登山靴,公司官网,http://www.camel.com.cn/,,
骆驼,THERMOLITE,高,保暖、轻盈、透气,冬季夹克、户外服,公司官网,http://www.camel.com.cn/,,
耐克,Aeroloft,高,轻盈、保暖、透气设计,运动外套、跑步外套,公司官网,https://www.nike.com.cn/,,
