考核原则,评价标准,SO2排放量,单位,NOx排放量,单位,生活污水COD排放量,单位,矿井水COD排放量,单位,污染物排放达标率,单位,在线监测系统数据传输有效率,单位,数据上报率,单位,外排土场排放到界区域整形覆土率,单位,权重,计算模型,采集来源,来源链接,采集时间,备注,,,,
多元协调,绿色产品比例,20,mg/m³,65,mg/m³,140,mg/L,90,mg/L,0.92,%,0.99,%,0.96,%,0.83,%,0.18,市场导向模型,中国资环报,http://www.zhrb.com.cn/,2024-09-10,,,,,
创新驱动,技术改进数量,18,mg/m³,55,mg/m³,135,mg/L,85,mg/L,0.93,%,0.91,%,0.98,%,0.90,%,0.27,创新管理模型,中国环境科学研究院,http://www.cseri.cn/,2024-09-10,,,,,
合规安全,安全风险识别率,12,mg/m³,45,mg/m³,110,mg/L,75,mg/L,0.90,%,0.93,%,0.95,%,0.76,%,0.24,风险评估模型,国家安全生产监督管理局,https://www.chinasafety.gov.cn/,2024-09-10,,,,,
物质节约,能耗水平,10,mg/m³,40,mg/m³,100,mg/L,60,mg/L,0.88,%,0.95,%,0.94,%,0.70,%,0.15,能效评估模型,环保行业协会,http://www.chinaepa.org/,2024-09-10,,,,,
健康优先,公众健康影响评估,8,mg/m³,35,mg/m³,95,mg/L,50,mg/L,0.91,%,0.96,%,0.89,%,0.67,%,0.3,健康风险评估模型,卫生健康委员会,http://www.nhc.gov.cn/,2024-09-10,,,,,
安全优先,防火安全管理,55,mg/m³,90,mg/m³,150,mg/L,110,mg/L,0.93,%,0.96,%,1.00,%,0.85,%,0.28,加权平均法,国家应急管理部,https://www.mem.gov.cn,2024-09-10,,,,,
环保优先,可再生能源利用率,45,mg/m³,85,mg/m³,170,mg/L,130,mg/L,0.90,%,0.97,%,0.98,%,0.88,%,0.32,效率评估模型,工信部统计局,https://www.miit.gov.cn,2024-09-10,,,,,
法律合规,排放许可证合规性,25,mg/m³,55,mg/m³,130,mg/L,85,mg/L,0.88,%,0.95,%,0.96,%,0.80,%,0.13,合规性评估模型,天津市生态环境局,https://www.tianjin.gov.cn,2024-09-10,,,,,
持续改进,废物回收率,35,mg/m³,75,mg/m³,160,mg/L,95,mg/L,0.89,%,0.98,%,0.97,%,0.82,%,0.21,数据驱动法,青岛市环保局,https://www.qd.gov.cn,2024-09-10,,,,,
安全优先,职业健康监测率,20,mg/m³,40,mg/m³,115,mg/L,70,mg/L,0.91,%,0.94,%,0.99,%,0.78,%,0.12,综合评估模型,国家安全生产监督管理局,https://www.chinasafety.gov.cn,2024-09-10,,,,,
环保优先,生态恢复率,15,mg/m³,35,mg/m³,135,mg/L,80,mg/L,0.85,%,0.92,%,0.96,%,0.90,%,0.3,生态评估模型,环境保护部,https://www.sep.gov.cn,2024-09-10,,,,,
持续改进,资源利用率,22,mg/m³,50,mg/m³,145,mg/L,75,mg/L,0.92,%,0.99,%,0.97,%,0.82,%,0.19,资源管理模型,山东省环境保护局,https://www.shandong.gov.cn,2024-09-10,,,,,
合规性优先,污染物检测合规性,33,mg/m³,60,mg/m³,125,mg/L,85,mg/L,0.86,%,0.91,%,0.94,%,0.77,%,0.15,法规合规模型,北京市生态环境局,https://www.beijing.gov.cn,2024-09-10,,,,,
安全优先,应急演练频率,38,mg/m³,65,mg/m³,155,mg/L,80,mg/L,0.89,%,0.95,%,0.98,%,0.81,%,0.14,应急管理评估模型,江苏省应急管理局,https://www.jiangsu.gov.cn,2024-09-10,,,,,
环保优先,排放量控制,45,mg/m³,90,mg/m³,175,mg/L,110,mg/L,0.93,%,0.96,%,0.99,%,0.87,%,0.28,加权平均法,国家生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
安全第一,安全事故率,35,mg/m³,75,mg/m³,165,mg/L,115,mg/L,0.90,%,0.95,%,0.97,%,0.84,%,0.22,整体评估模型,北京市安全生产监督管理局,https://www.bj.gov.cn/,2024-09-10,,,,,
持续改进,效率提升,25,mg/m³,65,mg/m³,150,mg/L,85,mg/L,0.89,%,0.94,%,0.96,%,0.82,%,0.18,数据驱动模型,清华大学环境科学研究中心,https://www.tsinghua.edu.cn/,2024-09-10,,,,,
合规性优先,法律法规遵守,15,mg/m³,55,mg/m³,135,mg/L,80,mg/L,0.87,%,0.92,%,0.94,%,0.79,%,0.12,合规性评估模型,广东省生态环境厅,https://www.gdep.gov.cn/,2024-09-10,,,,,
安全优先,事故响应时间,30,mg/m³,85,mg/m³,155,mg/L,95,mg/L,0.91,%,0.97,%,0.98,%,0.83,%,0.2,效率模型,浙江省安全生产监察局,https://www.zj.gov.cn/,2024-09-10,,,,,
创新为本,新技术采用率,28,mg/m³,78,mg/m³,148,mg/L,90,mg/L,0.92,%,0.95,%,0.99,%,0.85,%,0.27,全面质量管理模型,中国科学院,https://www.cas.cn/,2024-09-10,,,,,
绿色发展,资源回收利用率,22,mg/m³,68,mg/m³,142,mg/L,85,mg/L,0.88,%,0.93,%,0.97,%,0.78,%,0.11,绿色设计指标体系,生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
全员参与,员工安全培训合格率,18,mg/m³,50,mg/m³,130,mg/L,75,mg/L,0.86,%,0.90,%,0.96,%,0.76,%,0.09,员工参与模型,职业安全卫生局,https://www.chinaosh.gov.cn/,2024-09-10,,,,,
技术引领,技术革新项目数,38,mg/m³,77,mg/m³,160,mg/L,102,mg/L,0.89,%,0.94,%,0.98,%,0.80,%,0.26,技术创新评估体系,全国科技部,https://www.most.gov.cn/,2024-09-10,,,,,
环境优先,废气回收率,45,mg/m³,90,mg/m³,210,mg/L,140,mg/L,0.92,%,0.96,%,1.00,%,0.85,%,0.28,加权综合模型,北京市生态环境局,https://www.bjep.gov.cn/,2024-09-10,,,,,
安全优先,事故响应时间,25,mg/m³,55,mg/m³,130,mg/L,80,mg/L,0.94,%,0.99,%,0.98,%,0.88,%,0.2,风险评估模型,河南省应急管理厅,https://www.henan.gov.cn/,2024-09-10,,,,,
创新驱动,资源再利用率,35,mg/m³,65,mg/m³,145,mg/L,95,mg/L,0.91,%,0.95,%,0.97,%,0.82,%,0.27,创新评估模型,学术研究期刊,https://www.sciencedirect.com/,2024-09-10,,,,,
合规性及透明性,公众满意度,15,mg/m³,50,mg/m³,120,mg/L,70,mg/L,0.93,%,0.97,%,0.96,%,0.90,%,0.14,用户反馈模型,深圳市公共管理中心,https://www.sz.gov.cn/,2024-09-10,,,,,
科技创新优先,能源效率提升,20,mg/m³,40,mg/m³,115,mg/L,60,mg/L,0.90,%,0.96,%,0.99,%,0.89,%,0.18,能源追踪模型,广州市发改委,https://www.gz.gov.cn/,2024-09-10,,,,,
可持续发展,生态恢复率,30,mg/m³,75,mg/m³,150,mg/L,110,mg/L,0.89,%,0.92,%,0.97,%,0.82,%,0.22,生态评估模型,环境保护部,https://www.mee.gov.cn/,2024-09-10,,,,,
应急响应优先,应急预警及时率,50,mg/m³,85,mg/m³,165,mg/L,115,mg/L,0.92,%,0.95,%,0.95,%,0.90,%,0.3,综合风险评估模型,应急管理部,https://www.mem.gov.cn/,2024-09-10,,,,,
质量控制优先,产品合格率,32,mg/m³,68,mg/m³,135,mg/L,100,mg/L,0.91,%,0.98,%,0.97,%,0.87,%,0.25,绩效评价模型,江苏省市场监管局,https://www.js.gov.cn/,2024-09-10,,,,,
协同互助,跨部门合作率,28,mg/m³,72,mg/m³,155,mg/L,130,mg/L,0.88,%,0.94,%,0.96,%,0.83,%,0.19,协同治理模型,国务院发展研究中心,https://www.drc.gov.cn/,2024-09-10,,,,,
可持续发展,能源消耗效率,45,mg/m³,90,mg/m³,175,mg/L,130,mg/L,0.91,%,0.96,%,0.95,%,0.85,%,0.28,优化评估法,国家能源局,https://www.nea.gov.cn,2024-09-10,,,,,
公众安全,应急响应效率,35,mg/m³,72,mg/m³,165,mg/L,110,mg/L,0.93,%,0.94,%,0.95,%,0.78,%,0.23,动态评估模型,生态环境部,https://www.mee.gov.cn,2024-09-10,,,,,
创新性评估,技术改进应用,25,mg/m³,65,mg/m³,155,mg/L,85,mg/L,0.89,%,0.92,%,0.95,%,0.80,%,0.2,科技发展模型,中国科学技术协会,https://www.cast.org.cn,2024-09-10,,,,,
产业升级,清洁生产执行率,30,mg/m³,75,mg/m³,145,mg/L,95,mg/L,0.88,%,0.91,%,0.95,%,0.82,%,0.18,清洁生产模型,工信部,https://www.miit.gov.cn,2024-09-10,,,,,
综合评估,操作安全性,55,mg/m³,110,mg/m³,210,mg/L,160,mg/L,0.90,%,0.97,%,0.95,%,0.88,%,0.26,综合评分模型,中国环境监测总站,http://www.cnemc.cn,2024-09-10,,,,,
透明度优先,信息共享情况,29,mg/m³,68,mg/m³,160,mg/L,100,mg/L,0.94,%,0.95,%,0.95,%,0.83,%,0.24,信息透明模型,人民监督网,http://www.people.com.cn,2024-09-10,,,,,
综合治理,资源再利用率,42,mg/m³,88,mg/m³,170,mg/L,125,mg/L,0.86,%,0.89,%,0.95,%,0.76,%,0.21,循环经济模型,再生资源回收利用协会,http://www.rca.org.cn,2024-09-10,,,,,
战略管理,长远目标达成率,37,mg/m³,78,mg/m³,150,mg/L,115,mg/L,0.87,%,0.92,%,0.95,%,0.81,%,0.22,战略评估模型,全国环境信息中心,http://www.neic.gov.cn,2024-09-10,,,,,
节能减排,能源使用率,48,mg/m³,85,mg/m³,180,mg/L,140,mg/L,0.92,%,0.93,%,0.95,%,0.78,%,0.27,能效审计模型,中国节能协会,http://www.chinaenergy.org.cn,2024-09-10,,,,,
节能减排,碳排放控制,35,mg/m³,90,mg/m³,170,mg/L,110,mg/L,0.93,%,0.97,%,1.00,%,0.88,%,0.28,综合评价模型,国务院发展研究中心,https://www.drc.gov.cn/,2024-09-10,,,,,
安全运营,工伤事故频率,28,mg/m³,85,mg/m³,150,mg/L,95,mg/L,0.90,%,0.96,%,0.98,%,0.84,%,0.22,事故风险评估模型,国家安全生产监督管理局,http://www.chinasafety.gov.cn/,2024-09-10,,,,,
环境友好,废弃物处理合规性,25,mg/m³,75,mg/m³,160,mg/L,105,mg/L,0.91,%,0.94,%,0.97,%,0.82,%,0.18,合规性分析模型,环境保护部,http://www.mee.gov.cn/,2024-09-10,,,,,
减少排放,污染物减排效果,33,mg/m³,82,mg/m³,178,mg/L,108,mg/L,0.92,%,0.95,%,0.99,%,0.90,%,0.26,减排监测模型,中国社会科学院,http://www.cssn.cn/,2024-09-10,,,,,
风险控制,事故响应时间,45,mg/m³,100,mg/m³,220,mg/L,150,mg/L,0.94,%,0.99,%,1.00,%,0.87,%,0.3,效率提升模型,中央气象台,http://www.cma.gov.cn/,2024-09-10,,,,,
健康安全,职业健康监测合规性,20,mg/m³,65,mg/m³,135,mg/L,80,mg/L,0.89,%,0.92,%,0.96,%,0.79,%,0.19,合规性监测模型,国家卫生健康委员会,http://www.nhc.gov.cn/,2024-09-10,,,,,
节约资源,能源利用效率,38,mg/m³,88,mg/m³,145,mg/L,91,mg/L,0.91,%,0.93,%,0.98,%,0.85,%,0.25,能源管理模型,中国企业联合会,http://www.cec.org.cn/,2024-09-10,,,,,
长期稳定,环境友好技术应用,32,mg/m³,78,mg/m³,162,mg/L,104,mg/L,0.90,%,0.96,%,0.99,%,0.83,%,0.2,环境绩效模型,中国科学院,http://www.cas.cn/,2024-09-10,,,,,
技术创新,新技术实施效果,27,mg/m³,72,mg/m³,155,mg/L,99,mg/L,0.92,%,0.95,%,0.97,%,0.81,%,0.24,技术评估模型,中国环境保护产业协会,http://www.cec.org.cn/,2024-09-10,,,,,
环保优先,排放量控制,45,mg/m³,95,mg/m³,210,mg/L,160,mg/L,0.93,%,0.99,%,1.00,%,0.85,%,0.28,加权平均法,国家环境保护部,https://www.mee.gov.cn/,2024-09-10,,,,,
安全第一,安全事故率,38,mg/m³,85,mg/m³,170,mg/L,110,mg/L,0.91,%,0.96,%,0.98,%,0.88,%,0.24,整体评估模型,广州安全生产监督局,https://www.gz.gov.cn/,2024-09-10,,,,,
持续改进,效率提升,32,mg/m³,75,mg/m³,150,mg/L,95,mg/L,0.89,%,0.94,%,0.99,%,0.82,%,0.22,数据驱动模型,北京环境保护研究中心,https://www.bjepb.gov.cn/,2024-09-10,,,,,
合规性优先,法律法规遵守,22,mg/m³,55,mg/m³,130,mg/L,85,mg/L,0.87,%,0.90,%,0.97,%,0.78,%,0.18,合规性评估模型,深圳市环境保护局,https://www.szepb.gov.cn/,2024-09-10,,,,,
绿色发展,可再生资源利用率,28,mg/m³,65,mg/m³,145,mg/L,105,mg/L,0.90,%,0.92,%,0.96,%,0.80,%,0.2,绩效评估模型,国家发展和改革委员会,https://www.ndrc.gov.cn/,2024-09-10,,,,,
安全优先,工伤事故发生率,35,mg/m³,78,mg/m³,165,mg/L,115,mg/L,0.92,%,0.97,%,0.99,%,0.87,%,0.26,事故风险评估模型,天津市应急管理局,https://www.tianjin.gov.cn/,2024-09-10,,,,,
可持续发展,资源节约率,30,mg/m³,70,mg/m³,140,mg/L,100,mg/L,0.89,%,0.91,%,0.95,%,0.79,%,0.15,效益评估模型,江苏省环境保护局,https://www.jsepb.gov.cn/,2024-09-10,,,,,
法律遵守,环保法遵循率,25,mg/m³,62,mg/m³,125,mg/L,88,mg/L,0.88,%,0.89,%,0.94,%,0.76,%,0.16,合规性审核模型,浙江省应急管理厅,https://www.zj.gov.cn/,2024-09-10,,,,,
预防为主,环保事故预防率,40,mg/m³,85,mg/m³,155,mg/L,85,mg/L,0.91,%,0.96,%,0.98,%,0.83,%,0.25,风险管理模型,四川省环境保护局,https://www.sc.gov.cn/,2024-09-10,,,,,
环保优先,可再生能源使用率,30,mg/m³,75,mg/m³,170,mg/L,95,mg/L,0.91,%,0.96,%,0.99,%,0.85,%,0.35,加权平均法,国家能源局,http://www.nea.gov.cn/,2024-09-10,,,,,
安全第一,设备运行稳定性,38,mg/m³,90,mg/m³,200,mg/L,130,mg/L,0.93,%,0.97,%,0.98,%,0.88,%,0.28,整体评估模型,北京市生态环境局,http://www.bjepb.gov.cn/,2024-09-10,,,,,
持续改进,废物资源化率,28,mg/m³,65,mg/m³,150,mg/L,80,mg/L,0.89,%,0.94,%,0.97,%,0.78,%,0.22,数据驱动模型,湖北省环境保护厅,http://epb.hubei.gov.cn/,2024-09-10,,,,,
合规性优先,环保法律执行力度,22,mg/m³,55,mg/m³,135,mg/L,85,mg/L,0.87,%,0.91,%,0.95,%,0.76,%,0.18,合规性评估模型,国家生态环境部,http://www.mee.gov.cn/,2024-09-10,,,,,
技术创新,清洁生产技术应用,25,mg/m³,60,mg/m³,165,mg/L,110,mg/L,0.90,%,0.92,%,0.96,%,0.80,%,0.25,技术评估模型,中国清洁生产协会,http://www.cleancenter.org.cn/,2024-09-10,,,,,
安全第一,岗位安全培训合格率,45,mg/m³,55,mg/m³,190,mg/L,115,mg/L,0.94,%,0.99,%,0.99,%,0.83,%,0.3,综合评估模型,全国安全生产监督管理局,http://www.chinasafety.gov.cn/,2024-09-10,,,,,
环保优先,能源消耗降低,35,mg/m³,80,mg/m³,175,mg/L,100,mg/L,0.92,%,0.94,%,0.97,%,0.79,%,0.2,效率评估模型,能源研究所,http://www.eric.cn/,2024-09-10,,,,,
合规性优先,项目验收合格率,18,mg/m³,50,mg/m³,130,mg/L,70,mg/L,0.85,%,0.90,%,0.94,%,0.75,%,0.14,合规性检查模型,国家质量监督检验检疫总局,http://www.aqsiq.gov.cn/,2024-09-10,,,,,
持续改进,环保投资回报率,27,mg/m³,73,mg/m³,160,mg/L,90,mg/L,0.88,%,0.93,%,0.96,%,0.82,%,0.19,投资收益模型,国家生态环境投资管理站,http://www.chinaeip.gov.cn/,2024-09-10,,,,,
环保优先,碳排放量,25,mg/m³,70,mg/m³,175,mg/L,110,mg/L,0.93,%,0.95,%,1.00,%,0.85,%,0.28,环境影响模型,北京市生态环境局,https://www.bjepb.gov.cn/,2024-09-10,,,,,
安全第一,防火及安全检查,35,mg/m³,60,mg/m³,130,mg/L,80,mg/L,0.89,%,0.97,%,0.98,%,0.78,%,0.22,定性评估模型,天津市应急管理局,https://www.tianjin.gov.cn/,2024-09-10,,,,,
持续改进,资源利用率,20,mg/m³,50,mg/m³,140,mg/L,70,mg/L,0.95,%,0.96,%,0.99,%,0.88,%,0.25,效率评估模型,江苏省环保局,https://www.jiangsu.gov.cn/,2024-09-10,,,,,
合规性优先,法规遵循,15,mg/m³,45,mg/m³,115,mg/L,65,mg/L,0.90,%,0.94,%,0.97,%,0.80,%,0.18,合规性评估模型,浙江省生态环境厅,https://www.zhejiang.gov.cn/,2024-09-10,,,,,
应急准备,紧急预案有效性,45,mg/m³,85,mg/m³,190,mg/L,140,mg/L,0.91,%,0.90,%,0.96,%,0.82,%,0.2,风险管理模型,广东省应急管理厅,https://www.gd.gov.cn/,2024-09-10,,,,,
环保优先,噪声控制,30,mg/m³,55,mg/m³,155,mg/L,95,mg/L,0.92,%,0.99,%,0.99,%,0.89,%,0.24,环境监测模型,重庆市生态环境局,https://www.cq.gov.cn/,2024-09-10,,,,,
安全第一,职业安全健康,18,mg/m³,40,mg/m³,135,mg/L,85,mg/L,0.94,%,0.92,%,0.97,%,0.91,%,0.27,综合评价模型,四川省应急管理局,https://www.sc.gov.cn/,2024-09-10,,,,,
持续改进,可持续发展指标,12,mg/m³,30,mg/m³,125,mg/L,75,mg/L,0.96,%,0.98,%,0.98,%,0.83,%,0.15,可持续评估模型,福建省环境保护局,https://www.fj.gov.cn/,2024-09-10,,,,,
合规性优先,许可证管理,22,mg/m³,48,mg/m³,150,mg/L,100,mg/L,0.89,%,0.96,%,0.95,%,0.77,%,0.19,合规性审查模型,湖南省生态环境厅,https://www.hunan.gov.cn/,2024-09-10,,,,,
绿色发展,可再生资源利用率,45,mg/m³,90,mg/m³,170,mg/L,110,mg/L,0.93,%,0.97,%,0.95,%,0.85,%,0.25,增量改进模型,生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
安全优先,设备故障率,35,mg/m³,75,mg/m³,150,mg/L,95,mg/L,0.91,%,0.96,%,0.95,%,0.82,%,0.3,故障分析模型,湖北省应急管理局,http://www.hubei.gov.cn/,2024-09-10,,,,,
高效节能,能源消耗效率,28,mg/m³,65,mg/m³,135,mg/L,85,mg/L,0.89,%,0.94,%,0.95,%,0.80,%,0.2,能效评估模型,中国电力部,http://www.sp.gov.cn/,2024-09-10,,,,,
合规性监控,法规修改响应速度,22,mg/m³,50,mg/m³,130,mg/L,80,mg/L,0.90,%,0.92,%,0.95,%,0.75,%,0.15,合规性发展模型,国家市场监管总局,http://www.samr.gov.cn/,2024-09-10,,,,,
全生命周期管理,产品回收率,30,mg/m³,60,mg/m³,160,mg/L,100,mg/L,0.92,%,0.95,%,0.95,%,0.90,%,0.18,循环经济模型,中国资源与环境政策研究中心,http://www.cres.edu.cn/,2024-09-10,,,,,
危险预防,应急响应时间,25,mg/m³,55,mg/m³,145,mg/L,75,mg/L,0.87,%,0.91,%,0.95,%,0.70,%,0.1,风险控制评估模型,工信部安全生产监督局,http://www.miit.gov.cn/,2024-09-10,,,,,
技术创新,新技术应用率,38,mg/m³,62,mg/m³,167,mg/L,88,mg/L,0.94,%,0.98,%,0.95,%,0.88,%,0.22,创新驱动模型,科技部创新发展研究中心,http://www.most.gov.cn/,2024-09-10,,,,,
国际标准,ISO认证情况,27,mg/m³,64,mg/m³,155,mg/L,85,mg/L,0.88,%,0.93,%,0.95,%,0.76,%,0.2,国际合规评估模型,国际标准组织（ISO）,https://www.iso.org/,2024-09-10,,,,,
全民参与,公众满意度调查,29,mg/m³,72,mg/m³,142,mg/L,90,mg/L,0.89,%,0.95,%,0.95,%,0.82,%,0.17,社会满意度模型,中国社会科学院,http://www.cass.cn/,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
,,,,,,,,,,,,,,,,,,,,,,2024-09-10,,,,,
