登记号,地方标准,合成生物技术名称,合成生物技术类型,试验状态,试验分期,试验分类,申办者单位,试验机构,登记日期,试验开始时间,试验终止时间,最新状态日期,规范企业名称,注册受理号,股票代码,申报类型,规范企业名称.1,采集来源,来源链接,采集时间,备注
2023SR0185432,DB/T8901-2023,合成抗生素生产技术,药物生物科技,正在进行,第一阶段,实验室研究,天津合成生物公司,天津大学,2023-08-01,2023-09-01,2025-08-31,2024-10-12,天津合成生物公司,GHZYLZC2100008,BK1175,新技术申请,天津合成生物公司,药学前沿期刊,https://www.frontiersinjournal.com/,2024-09-23,
2023SR0190123,DB/T0123-2023,生态合成系统,环境生物技术,已完成,第二阶段,应用研究,厦门生态科技中心,厦门大学,2023-09-12,2023-10-01,2024-09-30,2024-10-12,厦门生态科技中心,GHZYLZC2100009,BK1176,新技术申请,厦门生态科技中心,生态研究报,https://www.ecolresearch.com/,2024-09-23,
2023SR0190456,DB/T2345-2023,生物基塑料合成,合成材料,已完成,第二阶段,工业化应用,广州环保科技公司,中山大学,2023-02-20,2023-03-01,2024-02-28,2024-10-12,广州环保科技公司,GHZYLZC2100010,BK1177,新技术申请,广州环保科技公司,可持续发展杂志,https://www.sustdevjournal.com/,2024-09-23,
2023SR0190789,DB/T3456-2023,自我修复纳米材料,纳米技术,正在进行,第一阶段,基础研究,杭州纳米科技研究所,浙江大学,2023-04-15,2023-05-01,2024-05-01,2024-10-12,杭州纳米科技研究所,GHZYLZC2100002,BK1178,新技术申请,杭州纳米科技研究所,纳米研究通讯,https://www.nanoresearch.com/,2024-09-23,
2023SR0190890,DB/T4567-2023,表观遗传调控研究,基因组学,正在进行,第三阶段,临床研究,南京基因治疗中心,南京医科大学,2023-03-05,2023-04-10,2025-04-10,2024-10-12,南京基因治疗中心,GHZYLZC2100003,BK1179,新技术申请,南京基因治疗中心,医学遗传学期刊,https://www.jmgenetics.com/,2024-09-23,
2023SR0191001,DB/T5678-2023,抗生素替代品开发,新药研发,结束,第一阶段,药物研发,成都医药科技公司,西南医科大学,2023-06-01,2023-06-15,2024-06-15,2024-10-12,成都医药科技公司,GHZYLZC2100004,BK1180,新技术申请,成都医药科技公司,药学杂志,https://www.pharmacyjournal.com/,2024-09-23,
2023SR0191234,DB/T6789-2023,转基因作物改良技术,农业生物技术,正在进行,第二阶段,农业研究,哈尔滨农业科技公司,东北农业大学,2023-05-30,2023-06-10,2025-06-10,2024-10-12,哈尔滨农业科技公司,GHZYLZC2100005,BK1181,新技术申请,哈尔滨农业科技公司,农业科技新闻,https://www.agritechnews.com/,2024-09-23,
2023SR0191567,DB/T7890-2023,生物能源生产工艺,生物能源,正在进行,第一阶段,工业应用,苏州生物能源公司,苏州大学,2023-07-12,2023-08-01,2024-08-01,2024-10-12,苏州生物能源公司,GHZYLZC2100006,BK1182,新技术申请,苏州生物能源公司,能源与环境杂志,https://www.energyandenvironmentjournal.com/,2024-09-23,
2023SR0191789,DB/T8901-2023,合成抗病毒药物,药物研发,完成,第三阶段,临床试验,北京药物研究所,清华大学,2023-09-01,2023-09-15,2024-09-15,2024-10-12,北京药物研究所,GHZYLZC2100007,BK1183,新技术申请,北京药物研究所,生物医药杂志,https://www.biomedjournal.com/,2024-09-23,
2023SR0192002,DB/T9012-2023,动物细胞培养技术,细胞工程,申请中,第一阶段,基础研究,青岛生物研究中心,青岛科技大学,2023-10-05,2023-11-01,2025-11-01,2024-10-12,青岛生物研究中心,GHZYLZC2100008,BK1184,新技术申请,青岛生物研究中心,生物技术前沿,https://www.biotechfrontiers.com/,2024-09-23,
2023SR0192345,DB/T2345-2023,合成抗生素生产技术,药物开发,已完成,第三阶段,临床试验,广州生物制药公司,中山大学,2023-02-10,2023-03-01,2024-02-28,2024-10-12,广州生物制药公司,GHZYLZC2100009,BK1175,新技术申请,广州生物制药公司,中国生物技术网,https://www.chinabio.com,2024-09-23,
2023SR0293847,DB/T3456-2023,细胞工厂技术,合成生物学,正在进行,第一阶段,实验室研究,武汉合成生物技术研究院,华中科技大学,2023-03-15,2023-04-10,2024-04-09,2024-10-12,武汉合成生物技术研究院,GHZYLZC2100010,BK1176,新技术申请,武汉合成生物技术研究院,生物技术前沿,https://www.biotechfrontiers.com,2024-09-23,
2023SR0456721,DB/T4567-2023,合成生物材料,生物工程,已完成,第二阶段,产品开发,成都生物技术有限公司,成都大学,2023-01-20,2023-02-10,2024-02-09,2024-10-12,成都生物技术有限公司,GHZYLZC2100011,BK1177,新技术申请,成都生物技术有限公司,中国科技网,https://www.csti.gov.cn,2024-09-23,
2023SR0591283,DB/T5678-2023,植物基因组编辑,农业技术,正在进行,第一阶段,农业试验,南京农业大学,南京农业大学,2023-03-28,2023-04-15,2024-04-14,2024-10-12,南京农业大学,GHZYLZC2100002,BK1178,新技术申请,南京农业大学,农业科学技术,https://www.agri-tech.com,2024-09-23,
2023SR0681945,DB/T6789-2023,合成生物传感器,生物传感,已完成,第二阶段,应用研究,天津生物技术研究所,南开大学,2023-02-25,2023-03-15,2024-03-14,2024-10-12,天津生物技术研究所,GHZYLZC2100003,BK1179,新技术申请,天津生物技术研究所,传感技术杂志,https://sensorsjournal.com,2024-09-23,
2023SR0778350,DB/T7890-2023,合成海洋微生物技术,生态技术,正在进行,第一阶段,环境研究,厦门生态研究中心,厦门大学,2023-04-05,2023-05-01,2024-04-30,2024-10-12,厦门生态研究中心,GHZYLZC2100004,BK1180,新技术申请,厦门生态研究中心,海洋科学与技术,https://www.oceanictech.com,2024-09-23,
2023SR0812546,DB/T8901-2023,转基因作物改良技术,作物改良,已完成,第三阶段,田间试验,吉林农业大学,吉林大学,2023-03-20,2023-04-20,2025-04-19,2024-10-12,吉林农业大学,GHZYLZC2100005,BK1181,新技术申请,吉林农业大学,农林科学杂志,https://www.agriculturaljournal.com,2024-09-23,
2023SR0924631,DB/T9012-2023,细菌基因组测序技术,基因组学,正在进行,第一阶段,基础研究,沈阳生物技术研究中心,东北大学,2023-01-30,2023-02-20,2024-02-19,2024-10-12,沈阳生物技术研究中心,GHZYLZC2100006,BK1182,新技术申请,沈阳生物技术研究中心,生物信息学,https://www.bioinformatics.com,2024-09-23,
2023SR1048672,DB/T0123-2023,新型疫苗研发技术,疫苗开发,已完成,第二阶段,疫苗试验,浙江健康科学研究所,浙江大学,2023-05-02,2023-06-15,2024-06-14,2024-10-12,浙江健康科学研究所,GHZYLZC2100007,BK1183,新技术申请,浙江健康科学研究所,健康科技网,https://www.healthtech.com,2024-09-23,
2023SR1156028,DB/T1357-2023,合成蛋白质生产系统,蛋白质工程,已完成,第三阶段,工业化生产,广州蛋白质研究中心,中山大学,2023-02-15,2023-03-01,2024-02-28,2024-10-10,广州蛋白质研究中心,GHZYLZC2100008,BK1184,新技术申请,广州蛋白质研究中心,前沿科技网,https://www.techfrontier.com/,2024-09-23,
2023SR1283945,DB/T2468-2023,合成细菌驱动的生物反应器,微生物工程,正在进行,第一阶段,实验室研究,杭州生物科技研究所,浙江大学,2023-04-05,2023-05-01,2024-04-30,2024-10-01,杭州生物科技研究所,GHZYLZC2100009,BK1175,新技术申请,杭州生物科技研究所,生物技术进展,https://www.biotechprogress.com/,2024-09-23,
2023SR0190345,DB/T3579-2023,合成代谢工程,辉煌分析,已完成,第二阶段,实验室实验,成都合成生物研究院,四川大学,2023-03-22,2023-04-15,2024-04-14,2024-09-15,成都合成生物研究院,GHZYLZC2100010,BK1176,新技术申请,成都合成生物研究院,科学进展杂志,https://www.scienceprogress.com/,2024-09-23,
2023SR0200487,DB/T4567-2023,植物基因组编辑技术,基因编辑,正在进行,第一阶段,农业研究,南京农业大学,南京农业公司,2023-01-30,2023-02-20,2024-02-19,2024-10-05,南京农业公司,GHZYLZC2100011,BK1177,新技术申请,南京农业公司,农业科研网,https://www.agriculturalresearch.com/,2024-09-23,
2023SR0210563,DB/T5678-2023,合成生物材料,生物材料,已完成,第三阶段,材料研究,合肥材料学院,合肥工业大学,2023-02-25,2023-03-15,2024-03-15,2024-09-20,合肥材料学院,GHZYLZC2100002,BK1178,新技术申请,合肥材料学院,材料科学杂志,https://www.materialssciencejournal.com/,2024-09-23,
2023SR0220742,DB/T6789-2023,微生物驱动的生物肥料,生态工程,正在进行,第二阶段,农业生产,郑州生态研究所,河南农业大学,2023-01-05,2023-02-10,2024-01-09,2024-10-12,郑州生态研究所,GHZYLZC2100003,BK1179,新技术申请,郑州生态研究所,生态研究杂志,https://www.ecologicalresearchjournal.com/,2024-09-23,
2023SR0230890,DB/T7890-2023,合成新源绿色能源系统,能源生物技术,已完成,第一阶段,能源研究,北京新能源公司,清华大学,2023-04-20,2023-05-15,2024-05-14,2024-08-30,北京新能源公司,GHZYLZC2100004,BK1180,新技术申请,北京新能源公司,清洁能源网,https://www.cleanenergy.com/,2024-09-23,
2023SR0240123,DB/T8901-2023,精确农业合成生物技术,农业科技,正在进行,第三阶段,农业研究,天津农业大学,天津渔业研究所,2023-06-05,2023-07-01,2025-06-30,2024-10-01,天津渔业研究所,GHZYLZC2100005,BK1181,新技术申请,天津渔业研究所,现代农业研究,https://www.modernagriculture.com/,2024-09-23,
2023SR0250456,DB/T9012-2023,合成酵母菌发酵技术,基因工程,已经完成,第二阶段,实验室研究,西安生物技术有限公司,西北农林科技大学,2023-05-15,2023-06-10,2024-06-09,2024-09-20,西安生物技术有限公司,GHZYLZC2100006,BK1182,新技术申请,西安生物技术有限公司,生物工程与技术,https://www.biosystemsengineering.com/,2024-09-23,
2023SR0260789,DB/T2345-2023,植物基因组编辑技术,基因编辑,正在进行,第一阶段,实验室研究,广州农业科技公司,华南农业大学,2023-02-01,2023-03-01,2024-02-28,2024-10-12,广州农业科技公司,GHZYLZC2100007,BK1183,新技术申请,广州农业科技公司,农科网,https://www.nongken.com/,2024-09-23,
2023SR0270910,DB/T3456-2023,细胞重编程技术,干细胞研究,已完成,第三阶段,临床研究,杭州生物医药公司,浙江大学,2022-11-15,2023-01-10,2024-11-09,2024-10-12,杭州生物医药公司,GHZYLZC2100008,BK1184,技术推广申请,杭州生物医药公司,生物科学研究,https://www.bio-research.com/,2024-09-23,
2023SR0280342,DB/T4567-2023,新型生物合成药物,药物工程,正在进行,第二阶段,产品开发,南京生物制药公司,南京医科大学,2023-03-20,2023-04-15,2025-04-14,2024-10-12,南京生物制药公司,GHZYLZC2100009,BK1175,新技术申请,南京生物制药公司,药学网,https://www.pharmacy.com/,2024-09-23,
2023SR0190247,DB/T5678-2023,合成器官技术,再生医学,计划中,预备阶段,基础研究,武汉器官研究中心,华中科技大学,2023-07-10,2023-09-01,2025-08-31,2024-10-12,武汉器官研究中心,GHZYLZC2100010,BK1176,新技术申请,武汉器官研究中心,再生医学杂志,https://www.regenmedjournal.com/,2024-09-23,
2024SR0200456,DB/T6789-2023,微生物合成燃料,生物能源,已完成,研究阶段,环境保护,成都绿色能源公司,四川大学,2023-04-25,2023-06-15,2024-05-14,2024-10-12,成都绿色能源公司,GHZYLZC2100011,BK1177,技术创新申请,成都绿色能源公司,绿色科技网,https://www.green-tech.com/,2024-09-23,
2022SR0180567,DB/T7890-2023,功能性微生物肥料,农业工程,正在进行,第一阶段,实验室研究,沈阳农科研究所,东北农业大学,2023-05-30,2023-07-01,2024-06-30,2024-10-12,沈阳农科研究所,GHZYLZC2100002,BK1178,新技术申请,沈阳农科研究所,现代农业,https://www.modernagriculture.com/,2024-09-23,
2025SR0210234,DB/T8901-2023,基因治疗创新平台,生物医学,正在进行,第一阶段,临床试验,西安生物医学公司,西安交通大学,2023-06-08,2023-06-30,2025-06-29,2024-10-12,西安生物医学公司,GHZYLZC2100003,BK1179,新技术申请,西安生物医学公司,医学前沿,https://www.medicalfrontier.com/,2024-09-23,
2023SR0190789,DB/T9012-2023,生物基聚合物,材料科学,已完成,第二阶段,产学研合作,天津新材料研究院,南开大学,2023-02-28,2023-04-20,2024-04-19,2024-10-12,天津新材料研究院,GHZYLZC2100004,BK1180,技术发展申请,天津新材料研究院,新材料科技,https://www.newmaterialstoday.com/,2024-09-23,
2024SR0200678,DB/T2345-2023,合成植物抗病基因,植物生物技术,正在进行,第一阶段,实验室研究,广州生物科技公司,华南农业大学,2023-02-05,2023-03-01,2024-02-29,2024-10-12,广州生物科技公司,GHZYLZC2100005,BK1181,新技术申请,广州生物科技公司,农创网,https://www.nongchuang.com/,2024-09-23,
2022SR0180345,DB/T3456-2023,微生物聚合物合成,微生物工程,已完成,第二阶段,工业化生产,成都生物工程研究院,四川大学,2023-04-10,2023-05-01,2024-04-30,2024-10-12,成都生物工程研究院,GHZYLZC2100006,BK1182,项目结项,成都生物工程研究院,科技日报,https://www.stdaily.com/,2024-09-23,
2025SR0210112,DB/T4567-2023,合成生物材料开发,生物材料,正在进行,第三阶段,应用研究,南京生命科学研究所,南京大学,2023-06-25,2023-07-01,2025-06-30,2024-10-12,南京生命科学研究所,GHZYLZC2100007,BK1183,新技术申请,南京生命科学研究所,中国生物材料网,http://www.biomat.cn/,2024-09-23,
2023SR0193247,DB/T5679-2023,细胞重编程技术,细胞工程,正在进行,第三阶段,临床前研究,杭州细胞科技有限公司,浙江大学,2023-04-15,2023-05-10,2025-05-09,2024-10-12,杭州细胞科技有限公司,GHZYLZC2100008,BK1184,新技术申请,杭州细胞科技有限公司,中国细胞生物学会,http://www.cellbiology.cn/,2024-09-23,
2022SR0177841,DB/T6789-2023,工业酶的合成与应用,酶工程,已完成,第一阶段,工艺开发,武汉生物技术研发中心,华中科技大学,2023-03-22,2023-04-15,2024-04-14,2024-10-12,武汉生物技术研发中心,GHZYLZC2100009,BK1175,项目结项,武汉生物技术研发中心,生物技术产业网,http://www.bioindustry.cn/,2024-09-23,
2023SR0201493,DB/T7890-2023,基因合成与组装,基因合成,正在进行,第二阶段,应用研究,厦门合成生物公司,厦门大学,2023-05-30,2023-06-15,2025-06-14,2024-10-12,厦门合成生物公司,GHZYLZC2100010,BK1176,新技术申请,厦门合成生物公司,合成生物技术杂志,http://www.synbiojournal.cn/,2024-09-23,
2022SR0185903,DB/T8901-2023,生物传感器的设计与开发,生物传感技术,已完成,第一阶段,产品开发,青岛生物医疗公司,青岛科技大学,2023-07-22,2023-08-01,2024-07-31,2024-10-12,青岛生物医疗公司,GHZYLZC2100011,BK1177,产品上市,青岛生物医疗公司,生物传感与分析技术杂志,http://www.biotech-sensors.com/,2024-09-23,
2023SR0198754,DB/T2345-2023,荧光蛋白标记技术,生物标记,已完成,第三阶段,实验室研究,广州生物研究所,中山大学,2023-06-01,2023-07-15,2024-06-30,2024-10-15,广州生物研究所,GHZYLZC2100002,BK1178,技术改进申请,广州生物研究所,生命科学杂志,https://www.lifesciencejournal.com,2024-09-23,
2022SR0172368,DB/T3456-2023,合成抗体研发,蛋白工程,正在进行,第二阶段,临床试验,南京生物科技公司,南方医科大学,2023-07-10,2023-08-01,2025-07-31,2024-10-12,南京生物科技公司,GHZYLZC2100003,BK1179,新技术申请,南京生物科技公司,南京日报,http://www.njdaily.cn,2024-09-23,
2023SR0204861,DB/T4567-2023,基因组定制技术,基因组学,已完成,第一阶段,基础研究,武汉合成生物研究所,华中科技大学,2023-08-20,2023-09-01,2024-08-31,2024-10-12,武汉合成生物研究所,GHZYLZC2100004,BK1180,新技术申请,武汉合成生物研究所,生物技术前沿,https://www.biotechfrontiers.com,2024-09-23,
2022SR0189472,DB/T5679-2023,合成生物燃料,生物能源,正在进行,第二阶段,工业应用,成都新能源公司,电子科技大学,2023-09-05,2023-10-01,2025-09-30,2024-10-12,成都新能源公司,GHZYLZC2100005,BK1181,新技术申请,成都新能源公司,能源科技网,http://www.energytechnews.com,2024-09-23,
2023SR0196528,DB/T6789-2023,细胞自噬技术,细胞生物学,已完成,第三阶段,临床试验,重庆细胞研究中心,重庆医科大学,2023-10-01,2023-11-01,2025-10-31,2024-10-12,重庆细胞研究中心,GHZYLZC2100006,BK1182,新技术申请,重庆细胞研究中心,细胞生物学前沿,http://www.cellbiofrontiers.com,2024-09-23,
